Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2024-03-08,40.2,55,1,0,1,Maha Shivaratri,17.4,16.9,30.9,10.4,12.7,8.7
2024-03-09,43.4,57,1,0,1,Weekend,17.0,16.5,33.0,14.0,13.6,8.3
2024-03-10,33.8,39,0,0,1,Weekend,10.0,16.6,32.8,16.8,15.8,8.7
2024-03-11,36.6,51,0,1,0,None,3.1,31.9,54.5,24.4,12.8,9.3
2024-03-12,41.9,60,0,1,0,None,2.3,24.4,39.3,19.2,9.2,7.0
2024-03-13,38.5,52,0,1,0,None,3.0,32.4,56.3,24.5,11.8,9.4
2024-03-14,36.7,44,0,0,0,None,14.3,23.7,38.6,18.9,14.7,11.5
2024-03-15,35.7,60,1,0,0,None,23.6,22.9,38.9,14.6,19.2,11.4
2024-03-16,31.8,32,1,0,1,Weekend,16.1,16.6,32.1,14.5,13.7,8.3
2024-03-17,35.6,41,1,0,1,Weekend,17.0,16.4,31.9,13.3,12.7,8.0
2024-03-18,44.5,45,0,1,0,None,3.1,29.8,54.9,24.3,12.3,9.1
2024-03-19,34.8,42,0,1,0,None,2.3,23.8,36.3,19.7,9.3,11.5
2024-03-20,30.9,43,0,0,0,None,17.7,29.7,52.4,24.4,18.6,14.7
2024-03-21,42.0,39,0,1,0,None,2.4,23.1,39.5,18.4,9.9,7.1
2024-03-22,33.9,46,1,0,0,None,23.3,24.1,38.0,15.5,18.4,11.6
2024-03-23,36.3,39,0,0,1,Weekend,9.7,16.0,31.2,17.5,16.3,8.6
2024-03-24,36.1,33,0,0,1,Weekend,10.2,16.4,32.6,17.9,17.1,8.6
2024-03-25,42.5,30,0,1,0,None,3.0,29.4,55.0,24.7,11.7,8.8
2024-03-26,38.1,32,1,0,0,None,23.6,23.2,37.4,15.7,18.6,12.3
2024-03-27,42.0,42,0,1,0,None,2.9,29.4,54.7,24.1,12.8,9.4
2024-03-28,38.5,54,0,0,0,None,13.5,24.2,38.2,19.8,14.5,11.3
2024-03-29,34.5,35,1,0,1,Good Friday,16.8,16.1,31.6,10.7,13.0,7.9
2024-03-30,37.8,36,0,1,1,Weekend,1.7,17.0,32.1,16.9,7.0,4.9
2024-03-31,39.8,30,0,0,1,Weekend,9.6,16.4,32.1,17.5,16.3,8.6
2024-04-01,43.8,52,1,0,0,None,30.2,31.4,52.5,19.3,25.0,15.6
2024-04-02,32.8,60,0,1,0,None,2.5,23.3,39.9,18.7,9.3,11.4
2024-04-03,34.5,56,0,0,0,None,18.9,30.2,52.8,25.9,18.9,15.8
2024-04-04,43.5,37,0,1,0,None,2.5,23.4,38.7,19.0,9.8,6.8
2024-04-05,33.4,55,0,0,0,None,14.9,24.4,39.7,19.3,14.1,11.3
2024-04-06,39.4,49,0,0,1,Weekend,10.2,16.5,30.7,16.9,17.0,7.9
2024-04-07,35.7,42,1,0,1,Weekend,15.9,17.5,30.4,14.3,13.0,8.4
2024-04-08,31.8,52,1,0,0,None,29.3,32.4,55.0,19.8,23.7,15.2
2024-04-09,43.0,32,0,0,0,None,13.5,24.6,37.4,19.4,13.7,11.4
2024-04-10,44.3,46,0,0,0,None,18.7,30.8,53.5,23.8,17.8,15.6
2024-04-11,41.5,35,1,0,1,Id-ul-Fitr,16.7,16.4,31.5,11.1,13.3,8.0
2024-04-12,43.3,36,1,0,0,None,24.9,24.1,38.9,15.9,18.4,11.5
2024-04-13,43.3,54,1,0,1,Weekend,16.4,17.2,30.8,14.1,13.1,8.4
2024-04-14,30.7,58,0,0,1,Weekend,10.0,17.0,32.9,16.5,16.4,8.5
2024-04-15,36.3,47,0,0,0,None,19.2,29.4,54.6,24.2,18.3,15.2
2024-04-16,41.7,35,0,0,0,None,13.7,23.4,36.5,19.6,14.2,12.5
2024-04-17,35.9,46,0,0,0,None,18.1,30.8,57.1,25.5,18.7,14.8
2024-04-18,38.1,45,0,0,0,None,15.0,24.4,36.6,18.2,14.6,12.1
2024-04-19,39.7,33,0,0,0,None,13.6,24.3,36.1,18.9,14.5,11.4
2024-04-20,31.7,56,0,0,1,Weekend,10.1,16.8,30.3,18.2,16.8,8.3
2024-04-21,42.9,31,0,1,1,Mahavir Jayanti,1.2,11.4,22.2,11.9,4.7,3.6
2024-04-22,30.5,32,0,1,0,None,1.2,11.5,24.2,9.2,4.9,6.1
2024-04-23,38.9,43,0,1,0,None,2.3,23.1,36.8,18.2,9.9,7.4
2024-04-24,43.6,50,1,0,0,None,31.8,30.5,52.3,18.9,24.9,15.7
2024-04-25,40.9,51,1,0,0,None,23.7,23.6,38.4,15.4,19.8,12.2
2024-04-26,40.5,31,0,1,0,None,2.4,22.7,38.9,18.3,9.6,7.4
2024-04-27,32.1,41,0,0,1,Weekend,9.6,17.0,30.6,17.5,16.7,8.0
2024-04-28,30.4,46,0,0,1,Weekend,9.6,15.9,32.7,17.8,16.5,8.3
2024-04-29,43.2,43,0,0,0,None,18.6,30.4,57.1,25.4,17.8,15.6
2024-04-30,44.2,36,0,1,0,None,2.4,23.7,37.8,20.0,9.8,7.1
2024-05-01,44.8,37,0,1,0,None,3.2,29.3,56.5,25.4,12.1,9.7
2024-05-02,42.5,56,0,0,0,None,14.8,23.3,38.1,18.3,14.1,11.5
2024-05-03,34.2,58,1,0,0,None,24.9,23.9,39.5,14.9,19.3,12.3
2024-05-04,31.2,46,1,0,1,Weekend,15.9,16.9,31.0,13.6,13.7,8.6
2024-05-05,33.9,35,0,1,1,Weekend,1.6,16.4,31.8,17.0,6.9,8.5
2024-05-06,32.0,53,1,0,0,None,30.7,29.5,52.9,19.0,25.1,14.8
2024-05-07,32.5,55,0,1,0,None,2.4,24.6,38.4,19.6,9.4,12.4
2024-05-08,34.7,43,1,0,0,None,31.6,29.3,56.4,19.4,26.0,15.7
2024-05-09,30.8,52,1,0,0,None,24.5,23.1,36.7,15.2,18.5,11.8
2024-05-10,42.2,43,0,1,0,None,2.3,24.0,37.9,18.5,10.0,7.2
2024-05-11,36.1,48,1,0,1,Weekend,15.8,17.3,32.8,14.2,13.1,8.5
2024-05-12,30.9,39,0,1,1,Weekend,1.6,17.2,31.0,16.9,6.8,7.9
2024-05-13,44.6,30,0,1,0,None,3.0,30.0,55.0,25.2,12.4,9.4
2024-05-14,44.4,48,0,1,0,None,2.3,24.5,36.6,19.7,9.4,6.8
2024-05-15,34.6,48,1,0,0,None,30.7,30.1,53.6,18.9,25.3,14.9
2024-05-16,30.3,58,0,0,0,None,13.7,22.8,39.9,19.4,13.8,12.0
2024-05-17,33.0,33,0,0,0,None,14.3,23.0,38.1,19.5,14.7,12.1
2024-05-18,38.5,40,0,0,1,Weekend,9.8,17.1,30.7,17.4,16.9,7.9
2024-05-19,33.5,30,0,1,1,Weekend,1.7,16.9,31.0,17.0,6.6,8.2
2024-05-20,39.5,52,0,0,0,None,19.0,30.1,53.3,23.4,18.4,15.0
2024-05-21,37.0,39,0,1,0,None,2.4,24.9,37.9,18.6,9.5,7.4
2024-05-22,35.1,35,0,0,0,None,19.3,31.9,56.8,25.4,19.5,14.9
2024-05-23,38.5,54,0,0,1,Buddha Purnima,9.9,16.8,30.4,13.2,9.5,8.4
2024-05-24,37.4,59,1,0,0,None,24.9,22.6,37.3,14.8,18.9,12.3
2024-05-25,36.8,50,0,1,1,Weekend,1.7,15.9,33.5,17.9,6.7,4.9
2024-05-26,43.8,56,0,0,1,Weekend,9.5,16.7,31.9,17.0,17.3,8.2
2024-05-27,35.8,60,0,1,0,None,3.1,32.5,53.0,24.3,12.0,9.6
2024-05-28,41.5,56,0,0,0,None,14.5,23.0,38.1,18.7,13.9,12.4
2024-05-29,32.1,40,0,1,0,None,3.0,31.2,55.4,24.8,11.9,14.9
2024-05-30,31.7,51,0,0,0,None,13.6,23.2,37.0,19.5,14.4,12.5
2024-05-31,43.8,48,0,0,0,None,14.9,22.6,37.1,18.4,14.8,11.9
2024-06-01,35.1,54,0,0,1,Weekend,10.2,17.1,31.3,16.6,17.4,8.1
2024-06-02,38.2,45,0,1,1,Weekend,1.6,16.1,32.2,17.0,6.5,5.2
2024-06-03,39.8,34,0,0,0,None,19.3,29.5,57.1,23.9,18.8,15.8
2024-06-04,40.2,33,1,0,0,None,24.7,23.7,38.5,14.5,18.9,11.6
2024-06-05,30.0,35,0,1,0,None,18.6,12.9,52.3,25.6,19.2,14.7
2024-06-06,34.2,51,0,1,0,None,2.4,23.0,36.6,19.3,10.0,11.5
2024-06-07,40.1,37,1,0,0,None,23.3,23.0,37.2,14.7,19.8,11.8
2024-06-08,45.0,40,1,0,1,Weekend,16.5,16.6,31.6,14.3,13.1,8.0
2024-06-09,40.4,48,0,0,1,Weekend,9.8,16.8,33.6,16.8,17.2,7.9
2024-06-10,42.4,60,1,0,0,None,32.3,31.7,54.2,19.5,24.3,15.2
2024-06-11,38.9,48,1,0,0,None,22.6,24.9,36.7,14.7,18.1,11.6
2024-06-12,44.6,31,1,0,0,None,29.8,32.3,53.3,20.5,25.1,16.2
2024-06-13,32.9,37,0,1,0,None,2.4,23.7,37.4,18.9,9.0,12.4
2024-06-14,44.6,31,0,1,0,None,2.5,23.3,38.3,18.3,9.1,7.4
2024-06-15,43.5,43,0,0,1,Weekend,10.0,16.0,32.0,17.9,16.8,8.3
2024-06-16,30.8,55,0,1,1,Weekend,1.7,16.3,31.0,17.6,6.9,8.2
2024-06-17,44.2,60,1,0,1,Bakrid,16.2,17.1,33.5,10.3,13.3,8.1
2024-06-18,34.8,36,0,0,0,None,14.5,23.8,37.1,18.4,14.2,11.7
2024-06-19,42.9,45,0,0,0,None,18.0,29.4,57.0,24.5,18.9,15.2
2024-06-20,35.4,37,0,0,0,None,14.7,22.9,38.5,18.2,13.6,12.0
2024-06-21,32.1,37,0,0,0,None,14.9,23.4,37.3,18.7,13.8,12.4
2024-06-22,33.6,35,0,1,1,Weekend,1.6,17.1,30.6,17.8,7.0,8.7
2024-06-23,40.5,30,0,1,1,Weekend,1.7,17.0,32.9,16.5,6.9,4.9
2024-06-24,30.2,42,0,1,0,None,3.0,31.0,56.3,24.7,12.6,16.1
2024-06-25,44.3,32,0,1,0,None,2.5,23.4,38.2,19.3,9.3,6.8
2024-06-26,34.8,35,1,0,0,None,30.4,32.4,55.2,19.8,25.0,16.1
2024-06-27,34.3,34,1,0,0,None,23.6,25.0,38.9,15.9,19.4,11.6
2024-06-28,42.7,44,1,0,0,None,24.9,24.8,36.2,14.8,19.6,11.5
2024-06-29,36.8,30,0,0,1,Weekend,9.9,15.9,30.7,17.4,17.5,8.5
2024-06-30,37.0,55,0,1,1,Weekend,1.6,16.7,33.5,17.9,6.6,5.2
2024-07-01,28.2,95,1,0,0,None,29.3,11.8,57.1,19.4,24.7,15.1
2024-07-02,25.7,84,0,1,0,None,14.7,9.2,38.1,18.5,14.7,11.9
2024-07-03,30.7,86,1,0,0,None,29.6,29.8,53.0,20.7,25.0,15.7
2024-07-04,29.6,73,0,1,0,None,14.1,10.0,36.9,19.5,14.7,11.7
2024-07-05,34.5,83,1,0,0,None,24.4,24.1,39.2,15.9,18.5,12.4
2024-07-06,34.8,80,0,0,1,Weekend,10.5,16.4,32.7,16.7,16.9,8.7
2024-07-07,33.6,84,0,0,1,Weekend,10.5,16.6,30.3,17.4,17.2,8.1
2024-07-08,25.8,94,1,0,0,None,29.5,12.9,55.8,18.7,26.0,15.5
2024-07-09,29.9,81,1,0,0,None,24.2,9.9,39.4,14.9,18.0,12.0
2024-07-10,30.9,71,1,0,0,None,31.4,29.6,51.8,20.6,23.4,15.4
2024-07-11,30.6,76,1,0,0,None,24.3,24.3,39.2,14.4,19.9,12.4
2024-07-12,25.6,78,1,0,0,None,24.8,9.0,39.8,15.0,18.1,11.8
2024-07-13,27.2,94,0,1,1,Weekend,10.4,6.5,30.4,18.1,15.9,8.1
2024-07-14,27.3,72,1,0,1,Weekend,15.8,6.4,31.4,13.1,13.1,8.1
2024-07-15,29.5,71,0,1,0,None,17.9,11.8,56.3,25.1,19.2,14.7
2024-07-16,29.1,79,0,1,0,None,14.6,9.1,38.3,19.2,14.3,12.0
2024-07-17,32.8,81,0,0,1,Muharram,10.2,17.4,34.3,13.9,10.2,8.0
2024-07-18,30.7,90,0,1,0,None,2.5,23.1,36.7,19.5,9.8,11.6
2024-07-19,31.5,78,1,0,0,None,24.9,22.6,37.4,14.5,19.9,11.7
2024-07-20,25.1,85,1,0,1,Weekend,16.0,6.5,30.8,13.6,13.0,8.5
2024-07-21,26.5,77,1,0,1,Weekend,16.3,6.3,30.5,13.8,14.0,8.2
2024-07-22,28.1,73,1,0,0,None,31.9,12.3,52.5,19.6,25.2,15.6
2024-07-23,27.0,90,0,1,0,None,14.4,9.9,38.3,19.0,13.7,12.0
2024-07-24,26.6,87,1,0,0,None,29.3,12.1,55.3,20.5,23.6,14.9
2024-07-25,28.1,78,1,0,0,None,24.3,9.2,37.5,16.0,18.7,11.9
2024-07-26,25.8,88,1,0,0,None,23.2,9.6,38.8,14.8,18.9,12.0
2024-07-27,26.7,84,1,0,1,Weekend,16.3,6.8,32.6,13.5,12.7,8.7
2024-07-28,25.9,74,0,0,1,Weekend,9.8,6.8,31.3,17.4,16.9,8.1
2024-07-29,29.2,72,1,0,0,None,29.8,12.8,53.5,19.7,24.6,16.0
2024-07-30,28.4,87,1,0,0,None,23.6,10.0,38.1,14.9,18.3,11.5
2024-07-31,28.3,88,1,0,0,None,32.4,11.9,52.4,20.3,24.9,16.2
2024-08-01,33.3,80,1,0,0,None,22.6,24.1,36.7,16.0,19.4,12.0
2024-08-02,27.3,87,1,0,0,None,23.7,9.3,39.0,15.0,18.6,11.4
2024-08-03,31.9,87,1,0,1,Weekend,16.6,17.1,31.3,13.5,13.7,8.3
2024-08-04,27.0,86,0,1,1,Weekend,10.5,6.7,30.4,17.9,16.9,8.0
2024-08-05,29.5,91,1,0,0,None,31.6,12.1,52.2,19.4,24.8,16.1
2024-08-06,30.1,82,1,0,0,None,23.4,22.7,38.7,15.5,18.2,11.3
2024-08-07,32.8,80,0,1,0,None,3.1,30.3,56.7,23.4,12.1,15.8
2024-08-08,29.0,82,1,0,0,None,23.8,9.6,39.4,15.8,18.7,12.1
2024-08-09,32.9,72,0,0,0,None,13.9,22.9,38.0,19.3,14.7,12.2
2024-08-10,34.3,94,0,0,1,Weekend,10.4,15.9,31.3,17.8,17.1,8.7
2024-08-11,29.9,77,1,0,1,Weekend,16.9,6.5,31.4,14.5,12.7,8.7
2024-08-12,34.9,83,0,0,0,None,19.2,29.9,57.2,23.8,18.9,14.7
2024-08-13,25.2,75,1,0,0,None,23.5,9.1,37.3,14.5,18.9,12.3
2024-08-14,31.9,92,1,0,0,None,31.4,32.1,56.6,19.6,25.5,15.4
2024-08-15,26.8,84,0,1,1,Independence Day,9.9,6.4,33.5,13.4,10.1,7.9
2024-08-16,28.6,95,1,0,0,None,23.2,9.2,37.3,15.7,19.7,12.3
2024-08-17,31.5,84,1,0,1,Weekend,16.1,17.4,32.8,13.5,13.7,8.3
2024-08-18,32.9,79,1,0,1,Weekend,16.6,16.1,31.8,13.3,13.4,8.4
2024-08-19,32.8,80,0,0,0,None,18.8,30.2,53.2,24.7,19.2,15.8
2024-08-20,35.0,72,0,1,0,None,2.5,24.4,38.1,19.1,9.5,11.6
2024-08-21,29.1,91,0,1,0,None,18.0,12.3,52.5,24.7,18.6,15.3
2024-08-22,30.7,95,0,1,0,None,2.3,23.3,38.4,19.7,9.5,12.2
2024-08-23,31.4,92,1,0,0,None,24.8,22.7,36.4,14.9,19.8,12.4
2024-08-24,28.0,78,0,1,1,Weekend,10.5,7.0,31.7,16.6,16.5,8.3
2024-08-25,26.4,78,0,1,1,Weekend,9.7,6.8,31.2,18.0,16.0,8.3
2024-08-26,28.8,78,1,0,1,Janmashtami,16.9,6.7,34.1,10.9,13.3,8.0
2024-08-27,34.9,72,1,0,0,None,24.5,23.1,36.7,14.7,18.0,11.9
2024-08-28,29.1,92,0,1,0,None,18.1,12.2,51.6,23.8,17.8,14.9
2024-08-29,32.5,72,0,1,0,None,2.4,24.4,36.9,18.4,9.6,12.3
2024-08-30,34.8,81,1,0,0,None,23.2,23.9,37.7,15.0,19.5,11.7
2024-08-31,28.5,74,0,0,1,Weekend,9.8,6.5,30.3,18.1,17.5,8.2
2024-09-01,33.6,83,1,0,1,Weekend,17.2,16.6,33.0,13.5,13.2,8.2
2024-09-02,27.7,87,0,1,0,None,18.6,12.0,52.9,25.2,18.7,14.8
2024-09-03,34.9,72,1,0,0,None,24.1,23.2,38.9,15.7,18.4,12.5
2024-09-04,27.8,78,1,0,0,None,31.7,12.3,51.5,20.7,25.1,14.6
2024-09-05,34.8,86,0,0,0,None,14.6,22.7,37.4,18.6,14.8,11.3
2024-09-06,25.9,78,1,0,0,None,22.7,9.4,36.1,14.6,18.9,11.5
2024-09-07,26.2,95,1,0,1,Weekend,15.8,6.8,32.2,13.9,13.9,8.6
2024-09-08,26.6,79,0,0,1,Weekend,10.2,6.5,31.1,17.6,17.5,8.5
2024-09-09,26.7,89,0,1,0,None,19.2,11.9,53.2,23.5,17.8,15.0
2024-09-10,28.2,77,1,0,0,None,23.1,9.5,37.3,15.2,18.7,12.2
2024-09-11,30.2,86,1,0,0,None,30.7,31.6,53.1,19.5,23.8,15.5
2024-09-12,31.0,91,0,0,0,None,14.5,24.1,36.1,18.8,14.7,12.1
2024-09-13,33.8,87,0,1,0,None,2.3,24.6,38.4,19.0,9.4,11.7
2024-09-14,27.9,73,0,0,1,Weekend,10.4,6.9,31.7,17.6,17.2,8.5
2024-09-15,26.4,93,1,0,1,Weekend,16.3,6.3,31.7,14.3,13.1,8.2
2024-09-16,33.9,78,0,1,1,Milad-un-Nabi,1.7,15.8,36.4,12.8,6.5,8.5
2024-09-17,28.9,81,1,0,0,None,22.9,9.4,37.9,14.6,19.1,12.2
2024-09-18,32.5,80,0,0,0,None,18.2,29.3,51.7,25.5,18.7,15.4
2024-09-19,27.9,94,1,0,0,None,23.5,9.7,38.9,14.4,18.8,12.4
2024-09-20,31.9,72,1,0,0,None,22.9,22.7,37.9,14.7,18.7,12.4
2024-09-21,33.7,91,1,0,1,Weekend,17.2,16.0,33.2,14.5,13.0,8.1
2024-09-22,34.2,95,1,0,1,Weekend,16.2,16.8,31.8,13.1,13.4,8.4
2024-09-23,31.7,86,0,0,0,None,17.9,29.5,54.1,25.8,17.8,15.8
2024-09-24,32.4,86,0,0,0,None,14.8,24.6,38.3,18.5,14.9,12.0
2024-09-25,28.5,85,0,1,0,None,17.9,11.9,53.6,25.8,17.7,15.5
2024-09-26,33.3,92,1,0,0,None,24.1,23.1,37.5,14.7,19.9,12.3
2024-09-27,28.3,83,1,0,0,None,22.8,9.4,38.4,15.4,18.6,12.3
2024-09-28,32.3,76,1,0,1,Weekend,16.3,16.1,31.4,14.4,12.8,8.5
2024-09-29,26.3,79,1,0,1,Weekend,17.5,6.7,32.4,14.0,13.8,8.4
2024-09-30,29.1,72,1,0,0,None,31.6,12.5,53.4,19.6,25.7,15.5
2024-10-01,30.8,64,0,1,0,None,2.3,24.9,39.6,18.2,10.0,12.1
2024-10-02,33.6,53,0,1,1,Gandhi Jayanti,1.6,16.6,34.7,12.9,6.5,8.7
2024-10-03,31.5,53,0,0,0,None,14.3,24.7,37.9,19.9,13.8,11.6
2024-10-04,26.6,79,0,1,0,None,14.5,9.4,38.5,19.6,14.0,12.0
2024-10-05,31.8,59,0,1,1,Weekend,1.6,17.1,32.6,18.1,7.0,8.0
2024-10-06,25.6,65,0,1,1,Weekend,10.2,6.4,33.2,16.6,16.7,8.0
2024-10-07,27.5,60,0,1,0,None,18.1,12.2,53.8,24.9,18.5,16.0
2024-10-08,25.9,72,0,1,0,None,13.8,9.1,38.7,18.7,13.7,11.5
2024-10-09,27.1,69,0,0,0,None,18.8,12.8,55.2,25.7,18.7,16.2
2024-10-10,28.1,62,0,0,0,None,15.0,9.2,39.1,18.7,14.1,11.7
2024-10-11,25.9,75,0,0,0,None,7.0,4.7,23.2,9.3,7.1,5.7
2024-10-12,32.9,70,0,0,1,Dussehra,7.1,11.9,23.0,12.6,11.4,5.9
2024-10-13,29.9,51,1,0,1,Weekend,17.4,6.6,33.1,13.7,13.3,8.3
2024-10-14,34.5,74,0,1,0,None,3.0,30.8,55.5,26.0,12.2,14.7
2024-10-15,27.8,70,1,0,0,None,23.7,9.2,39.6,15.2,19.8,11.4
2024-10-16,29.5,69,1,0,0,None,30.9,12.8,52.2,19.9,25.8,15.6
2024-10-17,25.1,64,0,1,0,None,14.7,9.4,36.9,19.9,13.7,12.5
2024-10-18,32.2,79,0,0,0,None,13.6,22.6,39.1,18.8,13.6,12.3
2024-10-19,25.1,59,0,0,1,Weekend,9.8,6.6,32.7,17.2,17.3,8.6
2024-10-20,33.9,68,0,1,1,Weekend,1.7,16.5,32.8,16.9,6.8,8.4
2024-10-21,25.0,68,0,1,0,None,18.3,12.9,55.7,26.0,18.1,16.1
2024-10-22,28.8,74,0,1,0,None,13.8,9.4,36.0,19.9,14.2,12.2
2024-10-23,30.1,66,0,1,0,None,3.2,30.4,55.9,24.6,12.3,16.0
2024-10-24,31.9,55,0,1,0,None,2.4,24.1,38.3,19.1,9.5,12.1
