Date,Temperature,Humidity,Is_Raining,Is_Sunny,Food_Category,Is_Holiday,Holiday_Name,Food_Waste_kg
2021-04-08,9.5,71,1,0,Appetizer,0,None,10.3
2021-04-09,11.0,72,0,1,Salad,0,None,9.2
2021-04-10,13.7,60,0,1,Soup,1,Weekend,4.6
2021-04-11,11.0,81,0,1,Salad,1,Weekend,4.7
2021-04-12,11.4,66,0,1,Dessert,0,None,13.7
2021-04-13,12.8,83,1,0,Soup,0,None,11.8
2021-04-14,13.8,71,0,1,Salad,0,None,13.7
2021-04-15,9.5,85,0,1,Soup,0,None,11.5
2021-04-16,14.5,84,1,0,Dessert,0,None,12.8
2021-04-17,7.4,64,1,0,Appetizer,1,Weekend,3.3
2021-04-18,10.8,60,0,1,Appetizer,1,Weekend,5.2
2021-04-19,10.8,74,0,0,Soup,0,None,13.6
2021-04-20,13.6,74,1,0,Salad,0,None,11.7
2021-04-21,13.2,84,0,0,Soup,0,None,15.3
2021-04-22,11.4,65,1,0,Soup,0,None,13.7
2021-04-23,14.0,85,0,1,Appetizer,0,None,5.1
2021-04-24,9.8,75,1,0,Dessert,1,Weekend,3.1
2021-04-25,13.4,62,0,0,Beverage,1,Weekend,4.8
2021-04-26,12.0,66,0,0,Appetizer,0,None,23.5
2021-04-27,8.7,81,1,0,Appetizer,0,None,11.6
2021-04-28,9.1,85,0,1,Main Course,0,None,22.9
2021-04-29,10.2,73,1,0,Main Course,0,None,10.5
2021-04-30,12.9,78,1,0,Main Course,0,None,10.5
2021-05-01,9.6,78,0,1,Beverage,1,Weekend,7.6
2021-05-02,12.2,73,1,0,Main Course,1,Weekend,2.7
2021-05-03,7.6,80,1,0,Main Course,1,May Day,6.3
2021-05-04,8.4,61,1,0,Soup,0,None,14.4
2021-05-05,8.6,74,0,1,Soup,0,None,23.8
2021-05-06,11.3,60,0,0,Soup,0,None,9.2
2021-05-07,7.7,85,1,0,Main Course,0,None,12.0
2021-05-08,10.0,66,1,0,Beverage,1,Weekend,2.0
2021-05-09,14.4,83,1,0,Appetizer,1,Weekend,4.4
2021-05-10,7.3,84,0,0,Main Course,0,None,15.8
2021-05-11,10.2,60,1,0,Main Course,0,None,6.3
2021-05-12,9.0,76,0,1,Dessert,0,None,23.2
2021-05-13,8.7,74,0,1,Beverage,0,None,10.2
2021-05-14,9.5,70,1,0,Soup,0,None,14.9
2021-05-15,11.3,81,0,0,Soup,1,Weekend,4.3
2021-05-16,14.3,79,0,0,Salad,1,Weekend,6.6
2021-05-17,9.4,65,0,0,Dessert,0,None,21.6
2021-05-18,11.2,60,0,0,Salad,0,None,9.3
2021-05-19,9.6,67,1,0,Dessert,0,None,10.8
2021-05-20,9.5,70,0,1,Salad,0,None,8.7
2021-05-21,9.8,77,0,1,Soup,0,None,9.9
2021-05-22,14.1,74,1,0,Main Course,1,Weekend,6.8
2021-05-23,10.9,66,1,0,Appetizer,1,Weekend,4.3
2021-05-24,14.7,81,0,1,Main Course,0,None,20.3
2021-05-25,8.7,60,1,0,Soup,0,None,14.0
2021-05-26,12.8,85,1,0,Appetizer,0,None,20.5
2021-05-27,9.3,70,0,1,Beverage,0,None,6.2
2021-05-28,11.1,69,0,0,Appetizer,0,None,15.0
2021-05-29,9.2,61,0,0,Appetizer,1,Weekend,3.9
2021-05-30,14.6,68,1,0,Soup,1,Weekend,7.4
2021-05-31,8.1,60,0,0,Appetizer,1,Spring Bank Holiday,7.8
2021-06-01,24.4,60,0,0,Dessert,0,None,10.0
2021-06-02,20.8,53,0,0,Soup,0,None,15.4
2021-06-03,20.3,55,0,0,Beverage,0,None,5.7
2021-06-04,22.9,52,1,0,Dessert,0,None,8.5
2021-06-05,23.9,53,0,1,Dessert,1,Weekend,3.4
2021-06-06,16.5,56,0,0,Soup,1,Weekend,2.2
2021-06-07,19.4,61,1,0,Soup,0,None,17.1
2021-06-08,23.1,52,0,0,Dessert,0,None,13.1
2021-06-09,21.3,72,0,1,Salad,0,None,18.4
2021-06-10,17.3,67,0,1,Dessert,0,None,13.2
2021-06-11,16.8,62,1,0,Dessert,0,None,14.1
2021-06-12,19.9,57,1,0,Main Course,1,Weekend,7.1
2021-06-13,23.0,67,1,0,Beverage,1,Weekend,4.8
2021-06-14,24.2,69,0,1,Beverage,0,None,12.0
2021-06-15,23.8,53,0,0,Dessert,0,None,11.4
2021-06-16,23.4,69,0,0,Dessert,0,None,11.7
2021-06-17,16.6,56,0,1,Soup,0,None,13.9
2021-06-18,23.9,55,0,1,Dessert,0,None,14.1
2021-06-19,23.8,67,0,1,Soup,1,Weekend,6.9
2021-06-20,24.0,70,1,0,Appetizer,1,Weekend,3.5
2021-06-21,20.3,54,1,0,Main Course,0,None,14.3
2021-06-22,22.1,71,1,0,Dessert,0,None,14.9
2021-06-23,20.8,54,1,0,Beverage,0,None,23.0
2021-06-24,21.4,54,1,0,Appetizer,0,None,10.5
2021-06-25,22.8,67,0,0,Dessert,0,None,5.4
2021-06-26,15.9,68,1,0,Salad,1,Weekend,5.4
2021-06-27,22.6,52,1,0,Dessert,1,Weekend,4.4
2021-06-28,19.6,72,1,0,Soup,0,None,10.8
2021-06-29,20.5,70,0,0,Dessert,0,None,13.0
2021-06-30,15.6,75,0,0,Soup,0,None,12.1
2021-07-01,19.6,65,0,0,Appetizer,0,None,14.7
2021-07-02,23.8,70,0,0,Soup,0,None,12.7
2021-07-03,18.2,72,1,0,Beverage,1,Weekend,3.0
2021-07-04,18.7,74,0,1,Dessert,1,Weekend,7.4
2021-07-05,16.1,54,0,0,Appetizer,0,None,19.0
2021-07-06,19.2,64,0,0,Main Course,0,None,9.5
2021-07-07,24.9,57,0,1,Appetizer,0,None,22.1
2021-07-08,17.9,50,0,1,Appetizer,0,None,10.2
2021-07-09,17.4,50,0,0,Dessert,0,None,13.6
2021-07-10,23.6,57,0,1,Beverage,1,Weekend,5.8
2021-07-11,18.4,70,1,0,Appetizer,1,Weekend,6.4
2021-07-12,22.4,56,0,1,Soup,0,None,17.0
2021-07-13,23.8,56,1,0,Beverage,0,None,6.7
2021-07-14,20.4,52,1,0,Appetizer,0,None,12.8
2021-07-15,15.3,56,1,0,Soup,0,None,10.1
2021-07-16,18.9,70,0,1,Dessert,0,None,14.8
2021-07-17,21.4,62,0,0,Main Course,1,Weekend,7.3
2021-07-18,16.1,61,0,0,Soup,1,Weekend,2.6
2021-07-19,18.3,62,1,0,Dessert,0,None,23.3
2021-07-20,15.8,75,0,1,Beverage,0,None,9.5
2021-07-21,15.5,65,1,0,Main Course,0,None,21.5
2021-07-22,22.2,60,0,0,Appetizer,0,None,12.0
2021-07-23,16.8,68,0,0,Beverage,0,None,9.3
2021-07-24,20.9,64,0,1,Beverage,1,Weekend,4.4
2021-07-25,19.6,61,0,0,Appetizer,1,Weekend,4.9
2021-07-26,18.8,62,1,0,Main Course,0,None,16.7
2021-07-27,22.2,75,1,0,Beverage,0,None,9.6
2021-07-28,15.4,58,1,0,Main Course,0,None,17.9
2021-07-29,22.7,67,1,0,Salad,0,None,10.0
2021-07-30,15.5,67,0,0,Appetizer,0,None,11.4
2021-07-31,17.1,62,1,0,Main Course,1,Weekend,6.1
2021-08-01,15.7,58,0,1,Salad,1,Weekend,3.0
2021-08-02,22.9,68,1,0,Beverage,0,None,14.6
2021-08-03,16.7,51,1,0,Appetizer,0,None,7.2
2021-08-04,18.2,68,0,0,Appetizer,0,None,12.4
2021-08-05,24.5,55,1,0,Dessert,0,None,11.3
2021-08-06,21.0,72,0,1,Appetizer,0,None,7.4
2021-08-07,24.3,66,1,0,Dessert,1,Weekend,5.4
2021-08-08,20.2,75,0,0,Dessert,1,Weekend,3.8
2021-08-09,20.1,57,1,0,Soup,0,None,19.1
2021-08-10,18.6,53,1,0,Dessert,0,None,8.0
2021-08-11,24.4,59,1,0,Beverage,0,None,11.1
2021-08-12,22.5,59,0,1,Beverage,0,None,11.5
2021-08-13,17.4,62,0,1,Salad,0,None,9.3
2021-08-14,17.4,65,1,0,Dessert,1,Weekend,7.6
2021-08-15,16.8,52,0,0,Salad,1,Weekend,4.8
2021-08-16,20.2,74,1,0,Soup,0,None,18.1
2021-08-17,15.9,56,0,0,Dessert,0,None,10.6
2021-08-18,22.6,62,1,0,Appetizer,0,None,22.1
2021-08-19,16.7,63,0,0,Appetizer,0,None,12.8
2021-08-20,16.5,57,1,0,Soup,0,None,11.9
2021-08-21,16.1,51,1,0,Soup,1,Weekend,2.2
2021-08-22,18.0,73,0,0,Beverage,1,Weekend,5.5
2021-08-23,24.2,73,0,1,Beverage,0,None,18.9
2021-08-24,15.5,60,0,1,Main Course,0,None,7.9
2021-08-25,21.3,61,0,1,Dessert,0,None,13.1
2021-08-26,16.3,52,0,1,Soup,0,None,14.4
2021-08-27,17.1,53,1,0,Appetizer,0,None,5.4
2021-08-28,21.8,53,0,1,Salad,1,Weekend,6.0
2021-08-29,16.7,65,1,0,Soup,1,Weekend,7.9
2021-08-30,18.7,59,1,0,Main Course,0,None,17.8
2021-08-31,18.1,56,1,0,Salad,0,None,7.0
2021-09-01,13.5,87,0,0,Appetizer,0,None,20.4
2021-09-02,11.1,80,0,0,Salad,0,None,6.2
2021-09-03,10.9,61,0,1,Soup,0,None,6.4
2021-09-04,9.6,89,1,0,Beverage,1,Weekend,3.0
2021-09-05,13.7,64,1,0,Dessert,1,Weekend,4.8
2021-09-06,7.8,70,0,1,Appetizer,0,None,19.1
2021-09-07,8.6,79,1,0,Salad,0,None,8.1
2021-09-08,10.7,66,0,0,Beverage,0,None,10.3
2021-09-09,9.4,88,0,1,Dessert,0,None,5.0
2021-09-10,9.1,71,1,0,Appetizer,0,None,6.7
2021-09-11,14.9,68,1,0,Beverage,1,Weekend,2.4
2021-09-12,8.7,71,0,1,Beverage,1,Weekend,3.9
2021-09-13,9.5,71,0,1,Beverage,0,None,21.1
2021-09-14,9.0,83,0,0,Salad,0,None,5.9
2021-09-15,14.8,83,0,0,Beverage,0,None,18.6
2021-09-16,7.7,62,0,0,Dessert,0,None,7.1
2021-09-17,13.5,79,0,0,Salad,0,None,14.2
2021-09-18,12.0,84,1,0,Main Course,1,Weekend,4.5
2021-09-19,8.7,69,0,0,Appetizer,1,Weekend,5.0
2021-09-20,14.1,75,1,0,Salad,0,None,13.4
2021-09-21,8.8,61,1,0,Salad,0,None,9.1
2021-09-22,11.1,61,1,0,Main Course,0,None,18.9
2021-09-23,9.7,86,0,0,Main Course,0,None,10.0
2021-09-24,10.5,80,1,0,Salad,0,None,6.1
2021-09-25,12.3,85,1,0,Beverage,1,Weekend,6.1
2021-09-26,15.0,83,1,0,Salad,1,Weekend,4.1
2021-09-27,13.7,66,0,0,Beverage,0,None,12.9
2021-09-28,12.3,73,1,0,Beverage,0,None,6.1
2021-09-29,9.9,77,0,0,Appetizer,0,None,20.4
2021-09-30,11.2,61,1,0,Main Course,0,None,14.6
2021-10-01,7.1,73,0,0,Main Course,0,None,13.9
2021-10-02,15.0,81,0,1,Salad,1,Weekend,4.4
2021-10-03,11.0,74,0,1,Soup,1,Weekend,5.9
2021-10-04,11.0,83,1,0,Appetizer,0,None,14.9
2021-10-05,12.7,64,0,1,Dessert,0,None,13.4
2021-10-06,12.7,89,0,1,Appetizer,0,None,21.7
2021-10-07,12.9,72,1,0,Beverage,0,None,5.8
2021-10-08,14.1,71,0,0,Main Course,0,None,10.1
2021-10-09,10.0,77,0,0,Beverage,1,Weekend,5.3
2021-10-10,13.1,88,1,0,Salad,1,Weekend,6.2
2021-10-11,9.2,86,1,0,Soup,0,None,15.0
2021-10-12,13.9,78,1,0,Beverage,0,None,5.3
2021-10-13,10.1,80,1,0,Appetizer,0,None,21.4
2021-10-14,14.3,84,1,0,Salad,0,None,10.2
2021-10-15,11.6,82,1,0,Soup,0,None,5.6
2021-10-16,11.0,72,1,0,Salad,1,Weekend,6.2
2021-10-17,11.2,71,1,0,Dessert,1,Weekend,6.0
2021-10-18,11.5,90,0,0,Beverage,0,None,13.2
2021-10-19,12.8,89,1,0,Appetizer,0,None,10.2
2021-10-20,7.2,70,0,0,Soup,0,None,14.1
2021-10-21,11.9,73,0,1,Beverage,0,None,11.5
2021-10-22,14.1,74,0,0,Soup,0,None,8.1
2021-10-23,11.5,77,0,1,Beverage,1,Weekend,6.1
2021-10-24,12.3,83,1,0,Main Course,1,Weekend,5.4
2021-10-25,11.8,65,0,1,Main Course,0,None,15.1
2021-10-26,13.5,80,0,1,Beverage,0,None,12.4
2021-10-27,8.0,62,0,0,Appetizer,0,None,19.8
2021-10-28,12.9,82,0,1,Main Course,0,None,10.5
2021-10-29,14.0,66,1,0,Main Course,0,None,5.4
2021-10-30,11.0,70,1,0,Salad,1,Weekend,5.8
2021-10-31,11.4,65,0,0,Dessert,1,Weekend,5.3
2021-11-01,12.2,85,0,1,Dessert,0,None,16.2
2021-11-02,9.8,80,1,0,Main Course,0,None,14.2
2021-11-03,12.6,68,0,0,Appetizer,0,None,18.7
2021-11-04,9.1,85,1,0,Appetizer,0,None,9.4
2021-11-05,11.4,69,0,0,Soup,0,None,11.2
2021-11-06,10.8,83,1,0,Dessert,1,Weekend,4.8
2021-11-07,7.2,63,0,1,Dessert,1,Weekend,2.6
2021-11-08,11.9,78,0,1,Salad,0,None,19.9
2021-11-09,14.7,83,0,0,Main Course,0,None,6.4
2021-11-10,10.3,86,1,0,Main Course,0,None,24.6
2021-11-11,11.8,85,0,0,Appetizer,0,None,13.7
2021-11-12,8.4,63,1,0,Main Course,0,None,7.2
2021-11-13,9.9,89,0,0,Dessert,1,Weekend,3.0
2021-11-14,7.6,72,0,0,Main Course,1,Weekend,3.1
2021-11-15,7.0,60,1,0,Beverage,0,None,24.9
2021-11-16,14.8,60,0,1,Appetizer,0,None,12.0
2021-11-17,7.6,60,0,1,Main Course,0,None,24.7
2021-11-18,9.8,80,0,0,Dessert,0,None,9.2
2021-11-19,12.3,82,0,1,Dessert,0,None,7.3
2021-11-20,10.9,73,1,0,Soup,1,Weekend,3.9
2021-11-21,11.8,76,0,0,Beverage,1,Weekend,7.9
2021-11-22,11.9,79,0,0,Appetizer,0,None,23.4
2021-11-23,8.9,77,1,0,Beverage,0,None,7.0
2021-11-24,8.4,73,0,0,Appetizer,0,None,15.5
2021-11-25,9.3,65,0,0,Beverage,0,None,7.4
2021-11-26,7.5,82,0,0,Soup,0,None,11.2
2021-11-27,12.7,68,1,0,Main Course,1,Weekend,7.8
2021-11-28,7.0,68,0,0,Beverage,1,Weekend,3.4
2021-11-29,9.2,74,0,0,Dessert,0,None,22.7
2021-11-30,11.6,83,0,0,Appetizer,0,None,6.8
2021-12-01,2.8,79,0,1,Beverage,0,None,18.0
2021-12-02,2.8,80,0,1,Main Course,0,None,14.5
2021-12-03,6.0,85,0,0,Main Course,0,None,12.1
2021-12-04,2.8,73,0,0,Dessert,1,Weekend,3.6
2021-12-05,0.3,78,0,1,Appetizer,1,Weekend,3.0
2021-12-06,4.2,80,1,0,Main Course,0,None,20.2
2021-12-07,5.8,88,1,0,Beverage,0,None,7.1
2021-12-08,5.4,79,0,0,Dessert,0,None,12.8
2021-12-09,0.5,76,0,0,Appetizer,0,None,11.0
2021-12-10,3.3,81,0,0,Salad,0,None,13.7
2021-12-11,3.4,89,0,0,Beverage,1,Weekend,3.5
2021-12-12,4.8,92,0,0,Salad,1,Weekend,6.5
2021-12-13,0.2,90,0,1,Main Course,0,None,13.2
2021-12-14,4.7,75,0,0,Salad,0,None,9.5
2021-12-15,0.5,92,1,0,Salad,0,None,10.8
2021-12-16,4.6,78,0,0,Soup,0,None,6.9
2021-12-17,0.3,79,1,0,Dessert,0,None,7.0
2021-12-18,5.1,90,0,1,Soup,1,Weekend,6.1
2021-12-19,4.9,94,0,1,Soup,1,Weekend,2.9
2021-12-20,3.5,81,1,0,Soup,0,None,19.1
2021-12-21,5.4,90,0,0,Salad,0,None,11.6
2021-12-22,6.9,74,0,1,Appetizer,0,None,13.4
2021-12-23,5.4,87,0,1,Appetizer,0,None,9.1
2021-12-24,6.1,71,1,0,Soup,0,None,2.7
2021-12-25,5.0,72,1,0,Main Course,1,Christmas Day,2.8
2021-12-26,6.5,76,0,1,Main Course,1,Boxing Day,1.8
2021-12-27,1.2,93,0,1,Dessert,1,Christmas Day (observed),0.9
2021-12-28,1.7,70,1,0,Dessert,1,Boxing Day (observed),6.0
2021-12-29,0.4,84,0,0,Appetizer,0,None,12.0
2021-12-30,1.0,72,0,1,Dessert,0,None,12.7
2021-12-31,4.2,80,0,0,Appetizer,0,None,6.9
