Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2023-02-08,4.7,84,0,0,0,None,10.3,14.2,37.7,19.6,17.4,19.6
2023-02-09,0.9,75,1,0,0,None,22.1,9.6,24.1,10.9,16.8,15.7
2023-02-10,4.1,88,0,1,0,None,11.1,9.4,28.1,14.0,12.6,15.5
2023-02-11,5.8,78,0,1,1,Weekend,6.5,9.0,19.2,17.0,9.9,8.6
2023-02-12,6.9,74,1,0,1,Weekend,11.4,4.7,29.0,8.6,12.4,9.8
2023-02-13,5.0,83,0,1,0,None,19.4,13.2,41.6,23.4,12.1,25.6
2023-02-14,4.3,78,0,0,0,None,8.9,10.5,38.3,18.0,13.8,16.0
2023-02-15,1.0,76,0,0,0,None,10.4,12.5,50.7,21.1,14.4,22.2
2023-02-16,6.1,91,1,0,0,None,14.6,10.0,25.7,8.7,19.9,16.7
2023-02-17,3.7,83,0,0,0,None,14.9,9.9,21.3,17.7,7.9,14.6
2023-02-18,2.2,83,1,0,1,Weekend,14.7,5.5,18.4,12.9,7.9,11.6
2023-02-19,1.9,81,0,1,1,Weekend,9.0,5.3,20.8,10.0,17.0,10.1
2023-02-20,0.5,73,1,0,0,None,25.4,11.4,34.0,17.5,20.0,23.5
2023-02-21,1.9,71,0,0,0,None,9.6,9.4,38.4,13.1,13.5,12.3
2023-02-22,2.6,87,0,0,0,None,16.1,17.4,39.1,20.4,12.0,19.4
2023-02-23,4.5,86,0,1,0,None,14.9,8.3,34.0,17.9,9.8,15.3
2023-02-24,2.1,76,1,0,0,None,23.2,9.6,20.1,13.7,18.8,10.3
2023-02-25,1.1,94,1,0,1,Weekend,13.8,5.7,22.7,8.4,10.6,11.7
2023-02-26,5.8,73,0,0,1,Weekend,8.9,9.9,17.5,17.1,16.1,10.3
2023-02-27,5.0,75,0,0,0,None,10.1,17.1,28.9,13.1,18.1,19.8
2023-02-28,2.5,79,0,0,0,None,8.1,7.8,39.1,12.6,10.8,19.7
2023-03-01,10.8,63,1,0,0,None,24.9,16.2,32.8,16.4,22.8,12.8
2023-03-02,11.3,81,0,1,0,None,10.2,10.5,30.8,18.4,8.2,10.8
2023-03-03,13.9,81,1,0,0,None,24.8,14.9,20.0,14.5,13.1,7.6
2023-03-04,9.7,66,1,0,1,Weekend,13.0,4.3,26.3,9.5,11.4,12.2
2023-03-05,8.9,60,0,0,1,Weekend,5.4,5.5,24.8,16.6,9.7,8.2
2023-03-06,12.1,74,0,1,0,None,11.0,19.1,37.8,18.7,10.1,10.9
2023-03-07,10.3,71,0,1,0,None,14.4,8.0,26.0,12.5,7.6,6.8
2023-03-08,14.9,79,0,1,0,None,12.9,18.1,31.2,25.8,15.9,15.9
2023-03-09,9.0,60,0,0,0,None,10.0,13.0,21.8,13.9,12.8,11.9
2023-03-10,11.8,73,0,1,0,None,7.7,13.4,33.3,13.6,12.7,7.9
2023-03-11,13.9,79,0,1,1,Weekend,6.7,8.6,28.1,11.0,14.2,6.9
2023-03-12,14.8,77,1,0,1,Weekend,9.3,9.5,28.8,11.6,12.0,7.3
2023-03-13,12.2,68,0,1,0,None,19.1,11.4,45.1,19.0,15.1,15.9
2023-03-14,12.2,82,1,0,0,None,19.1,10.5,29.8,12.9,18.2,7.5
2023-03-15,11.1,77,0,0,0,None,19.4,16.7,40.7,19.9,17.0,15.4
2023-03-16,12.1,81,1,0,0,None,25.0,10.6,38.1,13.8,12.8,11.2
2023-03-17,13.9,84,0,1,0,None,8.7,7.5,35.4,19.9,14.4,10.7
2023-03-18,9.7,78,1,0,1,Weekend,9.1,5.4,28.5,12.2,10.1,8.4
2023-03-19,9.0,84,0,0,1,Weekend,7.7,5.5,32.3,9.9,17.0,13.9
2023-03-20,9.0,70,0,0,0,None,16.6,17.7,53.6,20.9,15.5,19.7
2023-03-21,8.4,80,1,0,0,None,22.4,8.1,30.4,10.9,14.1,16.7
2023-03-22,14.6,74,0,0,0,None,15.1,11.3,54.3,13.5,14.9,11.5
2023-03-23,13.9,75,1,0,0,None,17.5,8.8,38.4,8.8,14.1,10.5
2023-03-24,10.5,78,0,1,0,None,11.2,7.9,26.2,15.9,12.3,10.6
2023-03-25,7.4,70,1,0,1,Weekend,15.4,4.1,28.4,10.9,12.8,13.7
2023-03-26,10.3,61,0,1,1,Weekend,5.7,8.2,19.4,9.8,8.9,8.3
2023-03-27,10.6,68,0,1,0,None,13.3,12.0,40.4,17.0,10.0,11.1
2023-03-28,8.0,75,0,1,0,None,10.3,13.6,22.6,13.6,12.6,11.2
2023-03-29,8.8,84,0,1,0,None,17.4,15.7,31.4,21.9,10.0,24.7
2023-03-30,14.4,73,0,1,0,None,10.7,8.2,24.3,17.6,9.4,10.1
2023-03-31,8.4,64,0,1,0,None,13.8,14.9,30.9,13.4,12.7,17.1
2023-04-01,7.8,74,1,0,1,Weekend,11.5,4.3,30.6,9.1,9.2,12.2
2023-04-02,14.5,85,0,1,1,Weekend,8.3,7.6,26.7,11.9,11.5,7.9
2023-04-03,10.2,69,1,0,0,None,31.4,17.2,39.1,20.7,14.6,13.8
2023-04-04,10.4,84,1,0,0,None,15.7,9.1,30.3,14.1,19.7,9.1
2023-04-05,8.0,81,1,0,0,None,25.6,7.8,52.0,10.7,22.8,16.6
2023-04-06,14.2,63,1,0,0,None,16.0,14.2,29.1,12.2,18.3,8.4
2023-04-07,9.5,80,0,0,1,Good Friday,8.4,8.0,16.9,14.0,7.6,12.4
2023-04-08,12.8,68,1,0,1,Weekend,9.9,8.9,31.5,10.5,12.2,6.3
2023-04-09,10.7,74,0,1,1,Weekend,9.2,10.3,21.7,9.4,10.8,7.7
2023-04-10,9.5,64,0,1,0,None,10.6,10.4,30.1,13.9,18.0,19.3
2023-04-11,11.5,84,0,1,0,None,13.4,8.4,23.9,18.5,8.8,10.8
2023-04-12,12.9,61,1,0,0,None,24.6,9.9,40.0,14.6,25.0,12.7
2023-04-13,7.8,66,1,0,0,None,19.4,7.6,31.4,12.3,17.9,13.4
2023-04-14,12.3,79,0,0,0,None,13.2,14.2,39.4,10.8,12.7,8.2
2023-04-15,9.8,79,1,0,1,Weekend,12.5,5.3,17.2,9.2,13.5,12.8
2023-04-16,9.4,68,0,1,1,Weekend,5.7,8.3,23.8,13.9,13.9,9.3
2023-04-17,11.9,85,0,0,0,None,17.8,15.3,51.3,19.7,12.4,15.5
2023-04-18,7.5,68,0,0,0,None,9.7,9.9,35.1,15.0,7.5,17.8
2023-04-19,10.0,78,1,0,0,None,29.9,17.9,40.0,12.5,17.6,15.3
2023-04-20,7.4,67,0,0,0,None,13.8,11.7,30.6,10.4,10.2,13.8
2023-04-21,8.8,67,1,0,0,None,13.7,5.2,36.8,12.4,18.5,15.9
2023-04-22,11.0,81,0,1,1,Weekend,7.2,8.9,29.9,13.0,10.3,5.5
2023-04-23,14.5,83,1,0,1,Weekend,13.7,5.3,20.1,13.1,9.5,6.5
2023-04-24,14.1,80,1,0,0,None,26.7,16.9,41.9,17.9,19.0,13.7
2023-04-25,13.6,78,0,0,0,None,14.3,13.8,29.4,10.3,12.6,8.8
2023-04-26,14.9,71,0,1,0,None,9.9,17.7,46.4,24.5,11.8,14.2
2023-04-27,11.6,66,0,1,0,None,8.8,11.7,40.0,10.3,14.7,11.9
2023-04-28,8.2,77,0,0,0,None,12.7,8.7,37.2,12.6,12.5,18.1
2023-04-29,8.5,71,1,0,1,Weekend,13.1,4.6,27.0,12.8,10.1,11.9
2023-04-30,14.7,67,0,1,1,Weekend,7.7,6.7,21.9,16.9,9.1,4.9
2023-05-01,9.7,85,0,0,1,May Day,9.7,8.3,26.2,10.7,6.8,7.6
2023-05-02,7.1,77,1,0,0,None,24.0,8.7,33.1,13.9,16.3,14.4
2023-05-03,10.2,82,0,1,0,None,13.7,17.8,32.3,14.7,11.0,11.2
2023-05-04,10.6,76,1,0,0,None,18.4,13.1,37.3,9.4,16.2,11.5
2023-05-05,7.8,71,0,1,0,None,8.4,9.3,21.0,16.3,10.0,13.1
2023-05-06,14.0,78,1,0,1,Weekend,16.6,5.8,31.7,13.9,13.3,7.4
2023-05-07,13.0,74,1,0,1,Weekend,16.2,10.0,31.6,7.8,9.2,7.9
2023-05-08,7.0,61,0,0,1,Coronation of Charles III,8.6,7.2,32.1,8.0,9.0,12.3
2023-05-09,14.7,65,0,1,0,None,14.5,11.1,29.7,16.6,9.6,9.3
2023-05-10,14.2,80,0,1,0,None,11.1,10.9,56.1,19.0,15.9,8.3
2023-05-11,7.3,80,1,0,0,None,19.5,5.7,22.2,9.5,19.5,13.1
2023-05-12,8.7,66,1,0,0,None,14.8,9.7,28.6,11.1,12.2,12.2
2023-05-13,11.6,61,0,1,1,Weekend,6.0,10.0,21.0,11.4,13.2,4.7
2023-05-14,8.4,63,1,0,1,Weekend,14.0,6.2,23.1,10.2,13.0,12.4
2023-05-15,15.0,75,1,0,0,None,26.0,18.1,53.8,16.0,13.8,14.6
2023-05-16,8.7,64,0,0,0,None,13.4,14.8,34.4,13.9,10.0,12.8
2023-05-17,14.2,78,0,1,0,None,13.1,18.0,39.2,21.9,14.5,11.1
2023-05-18,14.9,83,1,0,0,None,19.5,14.6,20.4,15.5,11.7,10.9
2023-05-19,9.5,68,1,0,0,None,14.2,6.8,33.4,13.1,17.0,16.5
2023-05-20,11.4,85,1,0,1,Weekend,9.7,7.7,31.1,13.3,8.4,7.2
2023-05-21,7.4,85,1,0,1,Weekend,12.7,4.3,24.1,13.3,11.3,10.2
2023-05-22,11.9,68,1,0,0,None,19.9,11.3,53.3,13.4,17.9,9.1
2023-05-23,8.7,85,0,1,0,None,7.5,8.8,31.1,19.9,10.0,18.6
2023-05-24,12.7,81,0,1,0,None,11.9,14.8,38.1,19.3,14.5,13.8
2023-05-25,8.1,66,0,0,0,None,8.0,13.6,22.7,14.2,12.8,12.5
2023-05-26,14.9,63,0,0,0,None,7.8,11.2,25.7,11.5,14.8,6.9
2023-05-27,13.9,65,1,0,1,Weekend,11.2,7.0,24.0,11.2,11.7,6.8
2023-05-28,14.2,69,1,0,1,Weekend,9.9,6.4,16.9,10.3,11.8,6.1
2023-05-29,12.1,69,0,1,1,Spring Bank Holiday,9.6,8.4,19.0,12.9,5.9,7.1
2023-05-30,8.5,76,1,0,0,None,15.9,5.9,26.0,9.5,16.4,12.1
2023-05-31,11.9,81,0,0,0,None,17.1,10.6,38.4,19.5,10.1,8.3
2023-06-01,24.2,52,0,1,0,None,5.9,23.6,21.0,18.5,7.0,7.3
2023-06-02,21.4,58,1,0,0,None,15.2,18.0,30.3,9.9,14.8,6.3
2023-06-03,18.0,59,0,1,1,Weekend,8.0,13.2,21.1,10.5,17.0,8.1
2023-06-04,19.1,70,1,0,1,Weekend,14.0,12.9,21.2,12.7,9.9,4.9
2023-06-05,17.1,70,0,0,0,None,16.2,31.4,32.8,15.1,10.8,10.9
2023-06-06,22.5,62,0,1,0,None,6.8,21.1,34.8,16.6,8.9,6.8
2023-06-07,20.7,72,0,1,0,None,12.5,27.0,34.1,26.0,6.6,12.1
2023-06-08,15.4,67,1,0,0,None,14.6,23.0,31.0,14.8,12.6,9.5
2023-06-09,18.3,71,0,0,0,None,8.8,17.7,37.1,15.6,8.3,8.3
2023-06-10,23.6,58,0,0,1,Weekend,9.2,13.4,19.9,13.7,10.3,5.2
2023-06-11,15.3,75,1,0,1,Weekend,8.8,17.0,28.1,12.0,13.8,5.1
2023-06-12,21.4,60,0,1,0,None,11.6,18.4,33.2,25.4,9.9,8.3
2023-06-13,17.6,52,1,0,0,None,13.4,22.2,33.7,11.8,18.2,11.5
2023-06-14,17.4,58,0,1,0,None,10.3,25.3,52.0,24.9,16.8,12.0
2023-06-15,15.9,61,0,0,0,None,14.6,21.3,39.3,15.6,9.6,8.0
2023-06-16,23.3,61,1,0,0,None,23.7,13.9,28.9,10.1,15.6,10.1
2023-06-17,15.1,66,0,0,1,Weekend,9.8,13.9,28.3,9.6,12.1,7.1
2023-06-18,19.5,69,0,0,1,Weekend,7.8,13.4,22.2,13.6,12.4,5.2
2023-06-19,24.8,64,0,1,0,None,12.5,25.3,43.4,20.5,11.9,7.1
2023-06-20,15.8,64,1,0,0,None,23.1,24.8,25.5,13.4,15.0,9.2
2023-06-21,18.9,61,0,0,0,None,14.2,22.7,33.8,19.6,10.5,12.7
2023-06-22,18.2,56,0,1,0,None,14.5,23.2,32.0,19.0,8.4,12.2
2023-06-23,23.6,67,0,0,0,None,13.5,24.3,38.6,12.9,14.1,7.7
2023-06-24,22.2,72,0,0,1,Weekend,9.3,13.9,25.4,9.2,10.6,5.3
2023-06-25,18.2,62,1,0,1,Weekend,14.1,14.8,29.9,10.6,7.9,6.1
2023-06-26,21.9,51,1,0,0,None,19.0,27.2,34.5,14.3,24.4,9.4
2023-06-27,15.1,71,0,1,0,None,12.8,20.2,35.4,13.3,8.0,11.4
2023-06-28,17.5,75,0,0,0,None,17.0,17.8,36.9,24.4,11.9,14.1
2023-06-29,19.2,70,1,0,0,None,24.6,14.5,21.3,13.0,14.4,11.9
2023-06-30,20.3,55,0,1,0,None,7.0,19.4,28.6,12.0,6.7,11.7
2023-07-01,24.4,73,1,0,1,Weekend,16.7,9.5,24.5,9.4,7.3,5.9
2023-07-02,15.8,63,1,0,1,Weekend,10.2,15.2,30.6,10.9,11.1,6.3
2023-07-03,21.4,69,1,0,0,None,23.8,20.7,36.8,15.2,16.8,14.5
2023-07-04,21.3,50,1,0,0,None,24.0,14.1,33.4,12.3,10.6,6.3
2023-07-05,17.7,51,0,1,0,None,17.1,27.5,43.9,24.0,10.1,10.3
2023-07-06,19.7,57,0,1,0,None,10.9,21.3,31.2,13.9,10.0,7.5
2023-07-07,22.6,75,1,0,0,None,24.7,17.7,29.9,12.5,16.9,9.4
2023-07-08,22.0,67,0,0,1,Weekend,7.2,14.4,26.5,10.4,10.5,8.3
2023-07-09,16.6,63,1,0,1,Weekend,15.3,9.5,30.1,10.4,8.6,6.6
2023-07-10,24.9,73,1,0,0,None,32.2,18.5,44.7,18.9,16.3,14.3
2023-07-11,19.2,74,0,1,0,None,13.8,14.4,38.2,10.4,6.3,9.7
2023-07-12,22.7,62,0,1,0,None,11.8,21.9,45.6,15.9,9.0,7.3
2023-07-13,23.8,65,0,1,0,None,9.3,15.1,22.4,16.5,9.5,3.8
2023-07-14,20.3,59,0,0,0,None,12.5,14.3,32.8,11.2,10.7,6.6
2023-07-15,19.3,63,0,1,1,Weekend,10.5,10.6,19.6,13.5,6.6,7.9
2023-07-16,25.0,58,0,0,1,Weekend,8.0,10.5,26.4,9.3,12.1,4.5
2023-07-17,18.3,63,0,0,0,None,16.9,22.5,36.6,17.6,11.8,12.0
2023-07-18,20.1,73,0,0,0,None,9.0,14.0,31.4,15.8,8.1,9.1
2023-07-19,24.5,75,1,0,0,None,19.9,24.0,41.4,11.9,21.7,8.4
2023-07-20,22.4,67,0,0,0,None,12.7,13.9,33.9,17.9,11.9,11.2
2023-07-21,22.2,51,0,1,0,None,9.2,15.9,31.7,11.2,7.6,5.8
2023-07-22,15.5,65,0,1,1,Weekend,8.0,13.8,17.4,11.8,16.4,5.7
2023-07-23,16.5,63,0,0,1,Weekend,8.9,16.4,30.3,11.6,11.9,5.9
2023-07-24,23.4,60,0,1,0,None,13.0,19.9,47.1,16.8,11.0,7.9
2023-07-25,18.7,51,0,1,0,None,7.9,20.6,33.2,15.6,9.2,12.2
2023-07-26,15.1,56,0,1,0,None,11.3,25.3,31.5,22.7,13.9,9.2
2023-07-27,17.8,61,0,0,0,None,11.2,15.3,37.0,17.5,14.1,8.7
2023-07-28,23.8,69,1,0,0,None,23.4,23.8,35.6,14.3,18.6,10.6
2023-07-29,23.9,56,1,0,1,Weekend,15.2,10.5,23.1,8.8,9.0,5.1
2023-07-30,15.6,58,1,0,1,Weekend,9.4,9.1,29.2,10.7,7.7,6.7
2023-07-31,20.2,50,0,0,0,None,10.8,30.7,29.7,21.2,14.6,13.7
2023-08-01,24.7,59,1,0,0,None,17.5,18.2,37.1,11.2,12.2,9.3
2023-08-02,24.7,61,1,0,0,None,31.7,24.2,42.4,13.5,16.9,13.7
2023-08-03,24.6,65,1,0,0,None,18.7,17.7,25.0,12.7,19.0,8.1
2023-08-04,18.9,51,1,0,0,None,15.0,17.8,20.4,9.4,15.4,12.4
2023-08-05,19.7,67,0,1,1,Weekend,6.2,10.3,22.1,10.6,5.1,5.9
2023-08-06,18.1,63,0,1,1,Weekend,7.4,15.0,31.1,11.4,6.6,7.8
2023-08-07,23.1,52,1,0,0,None,17.2,30.8,43.1,19.1,19.2,16.0
2023-08-08,20.6,66,1,0,0,None,21.8,17.9,23.8,9.2,18.8,11.2
2023-08-09,15.9,64,0,0,0,None,16.6,29.0,43.3,18.2,14.1,8.9
2023-08-10,20.7,52,1,0,0,None,18.5,13.3,33.7,11.7,18.5,6.7
2023-08-11,24.8,54,0,0,0,None,14.5,18.9,38.7,12.6,9.2,6.8
2023-08-12,22.5,52,0,0,1,Weekend,9.9,14.0,23.0,13.8,10.3,5.2
2023-08-13,18.6,65,1,0,1,Weekend,10.1,11.6,33.6,9.8,11.1,5.5
2023-08-14,17.4,63,0,0,0,None,16.3,27.7,46.4,18.2,19.1,11.1
2023-08-15,15.8,68,0,0,0,None,14.6,22.4,21.5,14.2,10.3,12.3
2023-08-16,22.3,68,0,0,0,None,10.9,32.0,37.2,20.0,18.8,15.4
2023-08-17,20.8,55,0,1,0,None,9.3,22.6,28.4,16.5,7.1,8.0
2023-08-18,24.9,67,1,0,0,None,24.7,19.0,32.3,9.6,10.5,8.2
2023-08-19,15.4,66,0,0,1,Weekend,8.5,15.3,20.1,12.5,13.7,7.2
2023-08-20,17.1,73,0,0,1,Weekend,9.8,16.6,21.2,17.8,14.1,8.5
2023-08-21,19.3,61,1,0,0,None,24.9,26.0,53.1,19.9,20.0,9.2
2023-08-22,21.6,59,1,0,0,None,23.0,13.8,26.1,8.1,19.5,7.7
2023-08-23,24.9,73,0,0,0,None,17.6,31.2,31.8,20.4,16.5,10.7
2023-08-24,24.6,57,0,0,0,None,11.0,14.3,23.7,16.4,8.1,8.6
2023-08-25,16.5,60,0,1,0,None,9.9,13.3,32.1,15.8,14.5,10.7
2023-08-26,22.8,53,1,0,1,Weekend,16.7,15.6,17.3,10.4,9.5,7.0
2023-08-27,24.9,57,1,0,1,Weekend,15.7,14.1,24.6,9.6,8.3,7.9
2023-08-28,18.1,54,0,1,0,None,13.2,28.7,44.1,15.6,7.5,15.7
2023-08-29,22.8,57,0,1,0,None,9.0,14.2,38.8,10.6,5.9,4.5
2023-08-30,19.7,66,1,0,0,None,18.8,24.0,30.0,15.0,15.5,11.7
2023-08-31,16.5,74,1,0,0,None,23.8,19.0,23.1,8.0,16.8,8.7
2023-09-01,9.8,75,0,0,0,None,7.7,11.5,23.0,17.4,11.5,15.4
2023-09-02,9.4,64,1,0,1,Weekend,14.9,5.1,26.8,11.2,8.9,12.0
2023-09-03,12.9,90,0,1,1,Weekend,6.4,9.3,29.1,15.4,16.2,5.3
2023-09-04,14.5,74,0,0,0,None,12.8,14.4,52.4,21.6,14.1,13.1
2023-09-05,12.0,63,0,1,0,None,11.6,9.0,34.8,12.8,9.8,7.9
2023-09-06,7.5,60,1,0,0,None,28.9,6.6,49.3,15.4,21.4,19.7
2023-09-07,7.1,75,0,0,0,None,10.3,9.5,25.9,14.4,8.1,12.1
2023-09-08,12.9,76,1,0,0,None,22.3,10.9,25.1,9.0,16.1,9.0
2023-09-09,9.4,74,1,0,1,Weekend,16.6,4.3,26.3,9.8,10.0,9.6
2023-09-10,9.6,61,0,1,1,Weekend,7.6,9.6,22.5,17.5,10.2,8.7
2023-09-11,13.0,69,1,0,0,None,19.5,14.3,44.8,17.9,19.6,14.7
2023-09-12,10.2,87,0,1,0,None,10.4,12.7,24.4,15.8,8.9,8.7
2023-09-13,14.1,77,0,1,0,None,13.5,15.7,35.8,17.2,14.7,10.6
2023-09-14,9.8,88,0,0,0,None,11.6,10.8,33.1,15.7,11.7,10.4
2023-09-15,14.1,75,0,1,0,None,8.3,8.2,37.4,14.4,8.2,12.3
2023-09-16,12.4,73,0,1,1,Weekend,7.4,7.9,26.0,18.0,14.2,6.7
2023-09-17,14.1,75,0,0,1,Weekend,9.8,7.0,19.6,16.4,16.0,4.9
2023-09-18,11.4,74,0,1,0,None,12.8,11.5,29.8,17.8,14.6,14.2
2023-09-19,8.2,76,0,1,0,None,10.1,8.3,28.7,15.3,14.3,19.1
2023-09-20,9.1,84,1,0,0,None,24.9,9.1,53.7,14.1,15.0,19.0
2023-09-21,11.0,84,0,0,0,None,7.7,13.3,36.2,16.6,12.4,9.6
2023-09-22,11.3,90,0,1,0,None,12.0,9.1,37.4,15.9,12.6,6.7
2023-09-23,7.4,67,1,0,1,Weekend,15.6,6.1,19.5,8.8,11.0,8.8
2023-09-24,9.0,77,0,1,1,Weekend,7.8,6.7,28.5,9.3,11.8,12.1
2023-09-25,12.8,78,0,1,0,None,17.0,16.2,49.9,22.9,15.3,14.2
2023-09-26,13.9,88,1,0,0,None,17.0,14.7,37.1,9.2,17.4,11.1
2023-09-27,14.0,82,1,0,0,None,30.1,13.8,29.1,10.4,22.1,9.4
2023-09-28,8.0,70,1,0,0,None,19.8,9.0,23.5,8.1,15.1,16.3
2023-09-29,9.5,72,0,1,0,None,14.0,12.4,22.5,11.1,8.5,17.3
2023-09-30,12.0,82,0,0,1,Weekend,9.7,6.9,24.8,14.2,14.3,6.2
2023-10-01,14.0,69,0,0,1,Weekend,8.9,7.0,17.0,11.5,12.0,7.4
2023-10-02,7.0,83,1,0,0,None,16.6,12.1,55.1,13.2,24.5,17.3
2023-10-03,10.1,89,1,0,0,None,13.6,11.9,22.5,12.6,11.2,6.7
2023-10-04,12.4,75,0,1,0,None,17.1,12.5,46.0,22.2,14.4,11.3
2023-10-05,10.7,75,1,0,0,None,17.7,11.2,27.8,12.0,10.9,9.9
2023-10-06,9.9,77,1,0,0,None,18.5,9.1,29.8,8.4,17.5,13.6
2023-10-07,12.6,81,1,0,1,Weekend,16.3,10.2,23.2,11.2,9.0,6.8
2023-10-08,10.1,65,1,0,1,Weekend,9.2,6.1,27.2,7.4,7.9,7.7
2023-10-09,11.7,75,1,0,0,None,29.6,17.1,32.6,12.0,14.5,11.6
2023-10-10,14.8,62,0,1,0,None,11.1,11.5,30.4,12.7,14.6,8.3
2023-10-11,14.8,89,1,0,0,None,18.4,9.8,43.3,12.3,14.3,10.4
2023-10-12,10.0,68,1,0,0,None,19.2,8.1,20.7,14.1,10.3,8.3
2023-10-13,10.6,63,1,0,0,None,14.8,8.5,20.9,10.4,18.2,10.6
2023-10-14,8.3,62,0,1,1,Weekend,8.8,7.9,26.7,11.0,12.7,13.4
2023-10-15,14.1,66,1,0,1,Weekend,10.8,6.3,30.3,14.3,12.2,7.7
2023-10-16,10.3,72,0,1,0,None,10.8,18.1,36.1,19.4,18.5,15.7
2023-10-17,14.0,64,0,0,0,None,11.8,11.1,34.4,14.8,10.7,10.0
2023-10-18,12.0,68,0,1,0,None,13.4,16.3,42.5,22.6,12.1,15.0
2023-10-19,9.3,69,1,0,0,None,20.4,9.9,21.5,15.0,10.2,16.0
2023-10-20,10.7,72,0,1,0,None,13.2,12.9,22.9,16.0,11.9,9.5
2023-10-21,12.7,87,1,0,1,Weekend,9.2,8.3,26.6,11.0,7.8,7.5
2023-10-22,13.4,79,1,0,1,Weekend,10.7,9.3,23.8,11.0,8.0,7.7
2023-10-23,8.1,70,0,1,0,None,17.0,15.6,52.2,20.4,14.0,14.2
2023-10-24,12.6,76,1,0,0,None,23.0,9.7,33.6,8.2,19.5,11.1
2023-10-25,12.1,85,0,1,0,None,18.8,15.5,56.8,20.9,15.1,12.2
2023-10-26,14.3,84,0,0,0,None,14.8,12.6,25.3,14.2,11.8,6.3
