Date,Temperature,Humidity,Is_Raining,Is_Sunny,Food_Category,Is_Holiday,Holiday_Name,Food_Waste_kg
2023-03-03,14.7,73,0,1,Beverage,0,None,5.4
2023-03-04,12.3,63,1,0,Dessert,1,Weekend,7.9
2023-03-05,12.9,72,1,0,Main Course,1,Weekend,3.5
2023-03-06,10.9,68,0,1,Appetizer,0,None,19.7
2023-03-07,11.1,75,0,0,Salad,0,None,11.0
2023-03-08,14.7,77,1,0,Salad,0,None,23.5
2023-03-09,9.9,70,1,0,Dessert,0,None,11.4
2023-03-10,10.0,72,0,0,Main Course,0,None,9.7
2023-03-11,8.5,79,0,1,Soup,1,Weekend,4.2
2023-03-12,8.9,79,1,0,Main Course,1,Weekend,2.0
2023-03-13,11.6,78,0,1,Main Course,0,None,18.3
2023-03-14,8.7,62,0,0,Soup,0,None,14.0
2023-03-15,10.5,61,1,0,Main Course,0,None,15.6
2023-03-16,8.9,64,1,0,Soup,0,None,6.2
2023-03-17,11.8,70,1,0,Salad,0,None,13.8
2023-03-18,9.3,63,1,0,Main Course,1,Weekend,4.0
2023-03-19,13.5,76,0,1,Main Course,1,Weekend,5.6
2023-03-20,12.4,68,1,0,Main Course,0,None,18.2
2023-03-21,8.7,77,0,1,Dessert,0,None,7.3
2023-03-22,9.1,67,1,0,Salad,0,None,17.0
2023-03-23,13.6,72,0,1,Appetizer,0,None,12.9
2023-03-24,14.8,79,0,1,Appetizer,0,None,12.4
2023-03-25,7.7,80,0,0,Appetizer,1,Weekend,4.7
2023-03-26,8.9,85,1,0,Appetizer,1,Weekend,3.5
2023-03-27,10.7,60,0,0,Soup,0,None,15.8
2023-03-28,11.9,82,1,0,Dessert,0,None,11.4
2023-03-29,12.0,81,1,0,Salad,0,None,20.5
2023-03-30,14.4,61,0,1,Soup,0,None,7.3
2023-03-31,14.6,81,0,0,Appetizer,0,None,14.1
2023-04-01,14.6,61,1,0,Main Course,1,Weekend,7.7
2023-04-02,8.2,72,1,0,Beverage,1,Weekend,4.1
2023-04-03,11.7,71,1,0,Appetizer,0,None,23.9
2023-04-04,10.1,83,0,1,Beverage,0,None,13.5
2023-04-05,9.5,66,0,0,Dessert,0,None,11.4
2023-04-06,8.8,79,0,1,Appetizer,0,None,7.9
2023-04-07,13.6,82,0,1,Appetizer,1,Good Friday,7.0
2023-04-08,13.9,83,1,0,Beverage,1,Weekend,7.6
2023-04-09,12.1,60,1,0,Main Course,1,Weekend,7.9
2023-04-10,12.1,76,0,0,Main Course,0,None,11.5
2023-04-11,13.7,61,1,0,Salad,0,None,8.0
2023-04-12,10.1,61,0,0,Dessert,0,None,23.5
2023-04-13,13.0,83,1,0,Appetizer,0,None,6.5
2023-04-14,8.3,76,0,0,Salad,0,None,10.1
2023-04-15,7.3,67,0,0,Dessert,1,Weekend,7.5
2023-04-16,14.6,66,1,0,Dessert,1,Weekend,4.9
2023-04-17,11.1,61,0,1,Dessert,0,None,11.6
2023-04-18,14.3,70,1,0,Dessert,0,None,9.3
2023-04-19,13.1,85,1,0,Beverage,0,None,18.2
2023-04-20,11.7,79,1,0,Dessert,0,None,12.8
2023-04-21,12.8,76,0,1,Beverage,0,None,14.6
2023-04-22,7.8,65,1,0,Dessert,1,Weekend,5.2
2023-04-23,7.2,84,0,1,Appetizer,1,Weekend,4.2
2023-04-24,11.8,80,0,1,Appetizer,0,None,20.6
2023-04-25,10.9,82,1,0,Salad,0,None,6.4
2023-04-26,14.9,72,0,1,Salad,0,None,14.6
2023-04-27,8.8,65,1,0,Appetizer,0,None,5.8
2023-04-28,11.6,65,1,0,Appetizer,0,None,6.4
2023-04-29,14.5,81,0,0,Appetizer,1,Weekend,2.7
2023-04-30,14.8,63,0,1,Main Course,1,Weekend,4.7
2023-05-01,10.6,74,0,1,Salad,1,May Day,5.9
2023-05-02,13.2,73,1,0,Dessert,0,None,10.1
2023-05-03,14.2,65,0,1,Appetizer,0,None,15.1
2023-05-04,14.9,72,0,0,Main Course,0,None,13.2
2023-05-05,10.0,83,0,0,Beverage,0,None,10.3
2023-05-06,8.8,84,1,0,Main Course,1,Weekend,6.5
2023-05-07,9.6,80,0,0,Main Course,1,Weekend,5.0
2023-05-08,10.8,76,1,0,Dessert,1,Coronation of Charles III,3.8
2023-05-09,11.9,79,1,0,Dessert,0,None,12.4
2023-05-10,8.5,61,1,0,Main Course,0,None,17.6
2023-05-11,13.9,81,1,0,Salad,0,None,7.3
2023-05-12,10.8,82,0,1,Salad,0,None,14.8
2023-05-13,7.5,82,0,1,Main Course,1,Weekend,2.4
2023-05-14,8.3,66,0,1,Salad,1,Weekend,5.9
2023-05-15,10.8,78,0,1,Beverage,0,None,14.7
2023-05-16,12.1,81,0,0,Dessert,0,None,12.2
2023-05-17,9.2,70,0,0,Salad,0,None,14.4
2023-05-18,11.6,67,0,0,Appetizer,0,None,8.1
2023-05-19,9.4,62,1,0,Soup,0,None,14.6
2023-05-20,10.3,70,0,1,Soup,1,Weekend,6.0
2023-05-21,10.6,67,1,0,Beverage,1,Weekend,7.1
2023-05-22,11.4,67,0,0,Dessert,0,None,10.2
2023-05-23,13.6,80,0,0,Soup,0,None,6.5
2023-05-24,8.1,68,0,0,Beverage,0,None,22.9
2023-05-25,11.4,61,0,1,Beverage,0,None,13.9
2023-05-26,14.5,84,1,0,Appetizer,0,None,10.3
2023-05-27,11.3,76,1,0,Soup,1,Weekend,4.9
2023-05-28,14.7,83,1,0,Soup,1,Weekend,7.3
2023-05-29,10.6,70,1,0,Beverage,1,Spring Bank Holiday,6.7
2023-05-30,9.5,85,0,0,Soup,0,None,7.2
2023-05-31,8.9,79,1,0,Dessert,0,None,17.6
2023-06-01,20.1,61,1,0,Appetizer,0,None,8.9
2023-06-02,18.8,57,0,0,Beverage,0,None,8.4
2023-06-03,15.7,50,1,0,Appetizer,1,Weekend,5.6
2023-06-04,18.1,69,0,0,Appetizer,1,Weekend,6.2
2023-06-05,19.8,61,1,0,Soup,0,None,16.9
2023-06-06,24.5,60,0,0,Appetizer,0,None,13.3
2023-06-07,24.0,63,1,0,Dessert,0,None,12.1
2023-06-08,21.9,61,0,0,Beverage,0,None,8.2
2023-06-09,18.9,56,1,0,Main Course,0,None,13.0
2023-06-10,18.0,62,0,1,Appetizer,1,Weekend,7.1
2023-06-11,23.6,61,0,1,Soup,1,Weekend,5.3
2023-06-12,22.9,57,1,0,Beverage,0,None,20.3
2023-06-13,17.7,75,1,0,Salad,0,None,10.3
2023-06-14,23.3,67,1,0,Soup,0,None,12.3
2023-06-15,24.2,69,1,0,Dessert,0,None,12.7
2023-06-16,18.2,55,0,1,Beverage,0,None,5.3
2023-06-17,21.1,58,0,1,Main Course,1,Weekend,4.0
2023-06-18,21.6,70,0,1,Beverage,1,Weekend,6.4
2023-06-19,19.5,74,0,0,Soup,0,None,13.5
2023-06-20,22.4,57,0,0,Dessert,0,None,6.5
2023-06-21,20.3,59,1,0,Dessert,0,None,13.1
2023-06-22,24.9,59,0,1,Appetizer,0,None,7.4
2023-06-23,20.3,65,1,0,Soup,0,None,8.9
2023-06-24,15.8,53,1,0,Main Course,1,Weekend,6.9
2023-06-25,18.1,63,0,1,Beverage,1,Weekend,4.8
2023-06-26,19.3,69,1,0,Main Course,0,None,12.9
2023-06-27,21.7,50,1,0,Salad,0,None,5.4
2023-06-28,16.4,61,0,1,Salad,0,None,23.9
2023-06-29,23.3,57,0,0,Appetizer,0,None,13.4
2023-06-30,17.3,52,1,0,Salad,0,None,8.9
2023-07-01,23.7,73,0,0,Main Course,1,Weekend,4.4
2023-07-02,16.3,50,1,0,Beverage,1,Weekend,2.4
2023-07-03,17.7,68,1,0,Dessert,0,None,10.5
2023-07-04,20.5,57,0,1,Dessert,0,None,12.7
2023-07-05,16.0,69,0,0,Salad,0,None,19.2
2023-07-06,19.3,60,0,0,Salad,0,None,14.4
2023-07-07,21.7,71,0,1,Dessert,0,None,13.6
2023-07-08,20.1,51,1,0,Soup,1,Weekend,4.9
2023-07-09,15.4,52,1,0,Beverage,1,Weekend,3.9
2023-07-10,17.0,71,0,1,Beverage,0,None,23.7
2023-07-11,24.7,65,0,0,Appetizer,0,None,13.2
2023-07-12,20.9,50,0,1,Appetizer,0,None,10.3
2023-07-13,16.1,67,1,0,Beverage,0,None,13.9
2023-07-14,16.0,65,1,0,Main Course,0,None,5.6
2023-07-15,19.1,70,0,1,Beverage,1,Weekend,2.1
2023-07-16,24.2,70,0,1,Main Course,1,Weekend,6.2
2023-07-17,17.3,55,0,0,Appetizer,0,None,12.9
2023-07-18,20.5,57,0,0,Appetizer,0,None,9.1
2023-07-19,22.2,57,1,0,Soup,0,None,19.3
2023-07-20,15.2,61,0,1,Main Course,0,None,6.3
2023-07-21,16.2,52,0,1,Appetizer,0,None,13.3
2023-07-22,20.8,53,0,0,Soup,1,Weekend,6.7
2023-07-23,16.1,60,0,1,Soup,1,Weekend,3.4
2023-07-24,17.4,53,0,1,Main Course,0,None,13.1
2023-07-25,19.4,71,0,1,Appetizer,0,None,13.7
2023-07-26,20.7,72,1,0,Dessert,0,None,20.6
2023-07-27,18.9,72,0,0,Appetizer,0,None,10.9
2023-07-28,24.6,57,1,0,Dessert,0,None,8.1
2023-07-29,20.5,73,0,1,Beverage,1,Weekend,7.9
2023-07-30,22.8,67,0,0,Salad,1,Weekend,4.9
2023-07-31,15.4,58,1,0,Appetizer,0,None,24.3
2023-08-01,21.4,70,0,0,Soup,0,None,13.8
2023-08-02,18.1,66,1,0,Beverage,0,None,21.4
2023-08-03,20.3,68,0,0,Dessert,0,None,13.6
2023-08-04,16.2,75,1,0,Beverage,0,None,5.2
2023-08-05,17.8,65,0,1,Soup,1,Weekend,7.8
2023-08-06,21.3,57,0,0,Soup,1,Weekend,5.9
2023-08-07,18.7,73,0,1,Salad,0,None,21.8
2023-08-08,19.5,51,0,1,Main Course,0,None,6.2
2023-08-09,23.8,63,1,0,Soup,0,None,20.6
2023-08-10,17.4,64,1,0,Appetizer,0,None,8.2
2023-08-11,17.4,64,1,0,Appetizer,0,None,14.1
2023-08-12,22.5,67,1,0,Soup,1,Weekend,3.1
2023-08-13,23.0,56,1,0,Dessert,1,Weekend,4.4
2023-08-14,17.6,64,1,0,Beverage,0,None,17.5
2023-08-15,23.0,62,0,0,Beverage,0,None,14.1
2023-08-16,21.8,51,1,0,Main Course,0,None,11.7
2023-08-17,21.0,64,0,0,Beverage,0,None,13.6
2023-08-18,15.3,62,0,0,Main Course,0,None,14.2
2023-08-19,24.6,55,0,0,Appetizer,1,Weekend,5.1
2023-08-20,21.5,61,1,0,Main Course,1,Weekend,2.2
2023-08-21,25.0,64,0,0,Soup,0,None,23.6
2023-08-22,19.2,59,0,0,Soup,0,None,11.6
2023-08-23,15.2,66,1,0,Main Course,0,None,10.8
2023-08-24,18.2,66,0,1,Salad,0,None,7.3
2023-08-25,18.0,61,0,1,Soup,0,None,14.1
2023-08-26,18.0,72,1,0,Beverage,1,Weekend,8.0
2023-08-27,20.7,61,0,0,Main Course,1,Weekend,3.2
2023-08-28,18.7,63,1,0,Dessert,0,None,19.3
2023-08-29,15.1,58,0,1,Soup,0,None,13.3
2023-08-30,24.1,75,0,1,Dessert,0,None,20.2
2023-08-31,21.6,68,0,0,Beverage,0,None,9.7
2023-09-01,7.7,74,0,0,Soup,0,None,10.3
2023-09-02,8.7,89,1,0,Appetizer,1,Weekend,7.5
2023-09-03,12.6,65,0,0,Main Course,1,Weekend,7.5
2023-09-04,12.1,71,0,0,Main Course,0,None,24.8
2023-09-05,9.1,67,1,0,Dessert,0,None,8.9
2023-09-06,14.2,70,0,0,Dessert,0,None,21.3
2023-09-07,12.9,81,0,0,Appetizer,0,None,12.3
2023-09-08,7.6,73,0,0,Salad,0,None,11.0
2023-09-09,8.1,74,0,0,Main Course,1,Weekend,6.4
2023-09-10,8.7,89,0,0,Main Course,1,Weekend,7.3
2023-09-11,14.5,65,0,1,Dessert,0,None,24.8
2023-09-12,12.1,76,0,1,Main Course,0,None,5.8
2023-09-13,9.8,75,1,0,Salad,0,None,14.0
2023-09-14,14.0,89,1,0,Beverage,0,None,8.2
2023-09-15,13.6,61,1,0,Main Course,0,None,6.0
2023-09-16,7.2,68,1,0,Salad,1,Weekend,2.6
2023-09-17,8.8,65,0,0,Dessert,1,Weekend,5.7
2023-09-18,10.5,87,0,0,Appetizer,0,None,21.0
2023-09-19,7.2,66,0,1,Beverage,0,None,6.8
2023-09-20,11.4,61,0,0,Salad,0,None,18.9
2023-09-21,12.8,81,1,0,Beverage,0,None,7.4
2023-09-22,12.7,61,0,0,Soup,0,None,8.5
2023-09-23,11.2,62,0,0,Beverage,1,Weekend,7.3
2023-09-24,14.9,84,1,0,Salad,1,Weekend,7.9
2023-09-25,10.4,83,0,1,Salad,0,None,18.9
2023-09-26,8.8,71,0,1,Salad,0,None,11.5
2023-09-27,11.4,82,1,0,Beverage,0,None,14.6
2023-09-28,11.6,63,0,0,Dessert,0,None,6.3
2023-09-29,9.1,85,0,1,Beverage,0,None,6.4
2023-09-30,7.1,60,0,1,Main Course,1,Weekend,6.9
2023-10-01,14.3,69,1,0,Appetizer,1,Weekend,7.6
2023-10-02,13.3,71,1,0,Soup,0,None,14.2
2023-10-03,13.3,88,0,1,Appetizer,0,None,10.9
2023-10-04,10.3,66,0,1,Soup,0,None,21.9
2023-10-05,14.9,67,1,0,Dessert,0,None,7.4
2023-10-06,14.4,78,1,0,Main Course,0,None,5.2
2023-10-07,15.0,77,0,0,Dessert,1,Weekend,4.7
2023-10-08,8.2,64,1,0,Appetizer,1,Weekend,4.8
2023-10-09,7.9,78,0,0,Beverage,0,None,22.7
2023-10-10,12.2,78,0,1,Beverage,0,None,6.7
2023-10-11,12.7,81,0,1,Appetizer,0,None,17.7
2023-10-12,13.9,86,1,0,Main Course,0,None,9.2
2023-10-13,11.2,74,0,1,Appetizer,0,None,9.3
2023-10-14,9.3,82,0,1,Salad,1,Weekend,3.2
2023-10-15,14.6,68,1,0,Appetizer,1,Weekend,4.1
2023-10-16,10.1,86,1,0,Beverage,0,None,13.7
2023-10-17,15.0,69,1,0,Soup,0,None,11.4
2023-10-18,14.8,74,1,0,Main Course,0,None,13.2
2023-10-19,11.6,71,0,0,Salad,0,None,6.6
2023-10-20,10.7,85,0,1,Appetizer,0,None,12.3
2023-10-21,7.1,90,0,0,Appetizer,1,Weekend,5.2
2023-10-22,13.1,83,1,0,Main Course,1,Weekend,6.6
2023-10-23,12.5,79,0,0,Dessert,0,None,11.4
2023-10-24,14.7,76,0,1,Salad,0,None,8.3
2023-10-25,11.1,83,1,0,Dessert,0,None,13.3
2023-10-26,8.4,85,0,1,Appetizer,0,None,5.7
2023-10-27,12.6,79,1,0,Beverage,0,None,10.3
2023-10-28,7.4,64,0,0,Beverage,1,Weekend,4.5
2023-10-29,13.2,83,0,0,Dessert,1,Weekend,2.8
2023-10-30,14.2,72,0,0,Main Course,0,None,13.5
2023-10-31,9.8,62,0,0,Salad,0,None,14.7
2023-11-01,7.3,71,0,1,Beverage,0,None,12.9
2023-11-02,11.5,83,0,1,Soup,0,None,7.7
2023-11-03,10.6,84,0,0,Salad,0,None,5.4
2023-11-04,8.7,67,0,0,Appetizer,1,Weekend,4.0
2023-11-05,11.0,81,0,0,Main Course,1,Weekend,3.6
2023-11-06,12.4,61,0,1,Appetizer,0,None,20.8
2023-11-07,11.9,74,0,0,Salad,0,None,13.6
2023-11-08,7.1,79,1,0,Dessert,0,None,11.8
2023-11-09,14.8,84,0,1,Salad,0,None,14.9
2023-11-10,8.0,71,1,0,Appetizer,0,None,9.5
2023-11-11,8.4,75,1,0,Soup,1,Weekend,3.2
2023-11-12,10.2,65,0,0,Salad,1,Weekend,3.5
2023-11-13,9.0,67,1,0,Dessert,0,None,22.2
2023-11-14,7.4,81,0,0,Soup,0,None,8.4
2023-11-15,14.8,82,1,0,Soup,0,None,24.4
2023-11-16,9.6,79,0,0,Soup,0,None,9.4
2023-11-17,8.6,90,0,0,Beverage,0,None,5.7
2023-11-18,9.5,89,1,0,Dessert,1,Weekend,5.6
2023-11-19,8.8,82,0,0,Beverage,1,Weekend,2.2
2023-11-20,9.9,68,1,0,Main Course,0,None,12.9
2023-11-21,13.6,70,1,0,Soup,0,None,11.0
2023-11-22,12.0,65,0,1,Appetizer,0,None,12.2
2023-11-23,11.1,75,1,0,Dessert,0,None,5.4
2023-11-24,13.6,84,0,1,Dessert,0,None,7.5
2023-11-25,7.0,89,1,0,Dessert,1,Weekend,5.9
2023-11-26,7.2,64,0,0,Salad,1,Weekend,3.2
2023-11-27,8.8,78,0,0,Dessert,0,None,24.7
2023-11-28,14.8,89,0,1,Dessert,0,None,5.1
2023-11-29,8.0,77,0,0,Salad,0,None,16.6
2023-11-30,13.3,64,1,0,Soup,0,None,9.2
2023-12-01,5.0,71,1,0,Main Course,0,None,11.0
2023-12-02,6.1,84,0,1,Salad,1,Weekend,6.1
2023-12-03,2.4,80,0,0,Appetizer,1,Weekend,7.0
2023-12-04,4.7,80,0,1,Beverage,0,None,11.9
2023-12-05,0.4,76,0,0,Soup,0,None,11.9
2023-12-06,6.6,73,0,1,Beverage,0,None,19.5
2023-12-07,5.4,70,1,0,Main Course,0,None,12.7
2023-12-08,4.7,73,1,0,Dessert,0,None,12.8
2023-12-09,0.8,85,1,0,Beverage,1,Weekend,4.4
2023-12-10,3.5,90,0,0,Soup,1,Weekend,3.0
2023-12-11,0.8,74,0,1,Salad,0,None,10.2
2023-12-12,1.9,83,0,1,Appetizer,0,None,13.8
2023-12-13,0.8,90,0,1,Dessert,0,None,16.6
2023-12-14,4.9,94,0,0,Main Course,0,None,10.4
2023-12-15,6.9,80,1,0,Salad,0,None,8.9
2023-12-16,2.0,92,1,0,Salad,1,Weekend,7.6
2023-12-17,0.2,87,1,0,Salad,1,Weekend,7.6
2023-12-18,3.6,87,1,0,Soup,0,None,21.8
2023-12-19,5.0,89,0,1,Dessert,0,None,5.2
2023-12-20,1.3,82,0,0,Dessert,0,None,17.4
2023-12-21,0.7,81,0,1,Soup,0,None,6.4
2023-12-22,1.0,92,0,1,Soup,0,None,5.7
2023-12-23,3.2,95,1,0,Soup,1,Weekend,2.2
2023-12-24,6.1,78,0,1,Soup,1,Weekend,5.5
2023-12-25,1.5,94,1,0,Main Course,1,Christmas Day,7.5
2023-12-26,1.2,76,0,0,Main Course,1,Boxing Day,7.1
2023-12-27,5.1,76,1,0,Salad,0,None,24.5
2023-12-28,2.6,85,1,0,Soup,0,None,9.1
2023-12-29,1.0,76,0,1,Dessert,0,None,6.9
2023-12-30,3.5,91,1,0,Salad,1,Weekend,4.1
2023-12-31,6.6,74,1,0,Main Course,1,Weekend,5.1
