Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2023-02-03,3.2,85,0,1,0,None,11.2,13.8,36.3,16.0,12.6,13.6
2023-02-04,5.9,77,1,0,1,Weekend,9.6,5.7,21.8,9.6,11.4,10.2
2023-02-05,4.6,87,0,0,1,Weekend,5.7,7.5,29.1,10.3,10.3,8.9
2023-02-06,1.8,73,1,0,0,None,28.0,10.8,52.8,15.8,21.0,16.7
2023-02-07,2.2,79,1,0,0,None,15.9,8.5,31.7,14.5,15.1,14.0
2023-02-08,1.6,71,1,0,0,None,26.8,12.8,53.1,19.0,14.6,24.5
2023-02-09,4.8,80,1,0,0,None,23.1,6.6,35.7,13.4,13.5,20.0
2023-02-10,6.4,88,1,0,0,None,14.0,5.7,31.6,12.6,13.3,17.5
2023-02-11,2.2,85,1,0,1,Weekend,12.6,6.0,22.5,8.5,13.5,13.9
2023-02-12,6.7,90,1,0,1,Weekend,12.7,6.5,30.9,10.2,8.0,12.0
2023-02-13,0.2,91,1,0,0,None,25.5,11.6,38.0,14.3,17.2,16.6
2023-02-14,5.1,70,1,0,0,None,15.0,9.4,38.9,8.2,14.1,15.2
2023-02-15,3.3,70,0,0,0,None,17.3,13.9,36.4,22.1,17.9,19.9
2023-02-16,5.3,94,0,1,0,None,9.5,11.8,24.0,18.9,14.1,18.7
2023-02-17,6.3,89,0,0,0,None,14.7,14.6,31.1,16.2,14.1,16.0
2023-02-18,5.7,73,0,0,1,Weekend,8.8,6.3,29.4,15.8,17.4,9.8
2023-02-19,6.2,73,0,1,1,Weekend,10.4,7.7,26.0,9.1,13.1,9.2
2023-02-20,3.1,75,1,0,0,None,31.4,7.8,56.9,19.0,16.9,25.4
2023-02-21,1.4,72,0,1,0,None,9.3,13.9,34.4,11.7,9.9,18.9
2023-02-22,0.3,85,0,0,0,None,11.5,13.0,36.4,14.9,18.8,24.8
2023-02-23,1.7,85,1,0,0,None,22.8,8.7,39.4,15.3,19.8,11.8
2023-02-24,3.2,84,0,0,0,None,10.6,8.0,24.6,16.8,8.0,14.7
2023-02-25,2.5,90,0,1,1,Weekend,8.8,10.2,25.7,9.6,9.9,7.1
2023-02-26,7.0,91,1,0,1,Weekend,16.4,5.5,20.0,9.8,12.7,8.0
2023-02-27,6.6,79,0,0,0,None,15.3,9.8,53.5,20.0,13.9,17.6
2023-02-28,0.9,76,0,0,0,None,13.1,9.9,25.1,14.6,11.0,16.3
2023-03-01,13.4,75,0,1,0,None,10.5,19.3,55.3,19.5,15.8,9.4
2023-03-02,15.0,79,0,0,0,None,12.0,14.3,28.8,12.5,11.1,10.0
2023-03-03,14.7,70,1,0,0,None,24.5,14.2,24.7,14.0,13.2,6.7
2023-03-04,7.3,69,1,0,1,Weekend,13.3,4.1,25.6,13.7,13.5,10.9
2023-03-05,7.2,70,0,0,1,Weekend,6.8,7.6,24.8,13.5,11.8,11.1
2023-03-06,12.3,74,0,0,0,None,18.3,15.2,55.8,22.9,12.5,12.6
2023-03-07,10.6,65,1,0,0,None,23.3,8.4,38.7,13.8,14.6,7.0
2023-03-08,9.2,79,0,0,0,None,13.3,13.1,48.6,22.6,13.2,22.4
2023-03-09,10.4,84,1,0,0,None,17.5,11.4,22.0,8.3,12.0,11.7
2023-03-10,10.0,69,1,0,0,None,13.5,8.8,39.9,12.8,12.9,12.5
2023-03-11,12.0,64,0,1,1,Weekend,6.1,5.3,21.1,10.8,10.3,5.3
2023-03-12,8.5,70,1,0,1,Weekend,12.3,4.1,18.2,13.2,9.9,7.7
2023-03-13,13.1,60,0,1,0,None,14.2,14.9,55.2,15.1,15.4,12.3
2023-03-14,14.9,77,0,1,0,None,8.2,10.1,24.3,19.7,7.7,9.2
2023-03-15,10.4,78,0,0,0,None,18.8,12.8,30.0,17.8,13.9,14.2
2023-03-16,11.3,85,1,0,0,None,15.1,10.5,35.8,9.9,19.0,10.1
2023-03-17,10.3,78,1,0,0,None,12.8,12.9,27.6,13.1,15.5,11.0
2023-03-18,7.7,79,0,0,1,Weekend,10.1,7.2,23.6,13.6,10.4,9.4
2023-03-19,7.2,71,0,0,1,Weekend,9.2,9.3,27.5,9.2,10.8,10.9
2023-03-20,12.0,85,0,1,0,None,15.9,18.1,30.2,22.8,11.4,11.9
2023-03-21,13.1,83,1,0,0,None,24.1,8.2,34.9,15.7,10.7,6.6
2023-03-22,9.9,74,1,0,0,None,30.7,6.9,32.7,15.7,16.7,24.5
2023-03-23,8.2,69,1,0,0,None,17.8,8.0,29.5,11.6,10.8,18.4
2023-03-24,8.8,75,0,0,0,None,14.4,9.5,36.1,18.9,10.7,11.1
2023-03-25,13.3,67,0,1,1,Weekend,9.8,9.6,30.9,17.7,10.5,6.2
2023-03-26,7.2,77,0,1,1,Weekend,9.4,9.3,33.1,15.2,13.7,13.7
2023-03-27,14.7,80,0,1,0,None,13.0,15.5,52.7,13.0,13.0,13.6
2023-03-28,12.3,69,1,0,0,None,17.1,9.9,23.2,15.0,14.6,11.6
2023-03-29,9.7,62,0,1,0,None,15.2,14.8,54.6,15.9,11.1,21.5
2023-03-30,8.5,81,1,0,0,None,20.3,6.7,31.6,11.9,19.4,17.4
2023-03-31,11.9,75,0,0,0,None,12.9,13.4,37.4,18.0,10.8,7.5
2023-04-01,8.9,60,1,0,1,Weekend,13.7,4.0,23.2,9.1,13.4,9.1
2023-04-02,8.0,83,0,1,1,Weekend,5.4,8.9,25.0,13.6,12.7,11.0
2023-04-03,7.2,65,0,1,0,None,18.9,11.9,40.0,13.7,15.3,17.9
2023-04-04,8.4,66,0,1,0,None,9.4,11.2,36.8,17.8,14.5,10.9
2023-04-05,10.3,78,0,0,0,None,16.7,17.1,53.2,17.5,15.2,15.2
2023-04-06,12.9,80,0,0,0,None,8.3,10.6,36.8,13.7,13.6,9.6
2023-04-07,11.9,73,0,0,1,Good Friday,9.0,9.8,22.7,13.5,5.9,7.7
2023-04-08,12.2,61,1,0,1,Weekend,12.7,7.4,25.3,13.9,10.8,6.4
2023-04-09,8.4,61,0,0,1,Weekend,7.4,9.4,20.5,13.6,11.2,10.4
2023-04-10,10.2,77,1,0,0,None,22.7,10.6,29.4,12.3,20.1,16.1
2023-04-11,13.1,64,0,0,0,None,8.4,12.4,36.1,19.1,12.5,7.7
2023-04-12,13.4,75,0,1,0,None,10.5,16.9,33.5,15.1,10.9,14.3
2023-04-13,12.1,84,1,0,0,None,20.3,11.4,33.5,15.7,11.1,11.8
2023-04-14,10.4,70,1,0,0,None,18.8,14.3,25.6,14.5,19.6,10.2
2023-04-15,11.8,76,0,1,1,Weekend,10.0,5.4,18.8,9.1,10.3,7.2
2023-04-16,9.6,67,0,0,1,Weekend,5.9,9.7,26.0,17.3,14.3,7.5
2023-04-17,11.2,67,1,0,0,None,24.4,16.3,52.2,15.0,17.3,13.8
2023-04-18,13.6,74,0,1,0,None,9.1,9.0,28.2,18.1,12.0,10.4
2023-04-19,9.8,74,0,0,0,None,13.3,11.4,45.7,14.7,15.1,13.3
2023-04-20,9.4,70,1,0,0,None,21.5,6.5,27.5,10.3,19.5,17.1
2023-04-21,11.9,73,1,0,0,None,12.8,9.5,24.5,8.3,10.4,11.8
2023-04-22,14.4,83,0,0,1,Weekend,8.4,10.4,23.4,11.0,12.6,8.0
2023-04-23,8.0,85,0,0,1,Weekend,8.5,5.9,21.3,17.1,14.0,9.4
2023-04-24,10.1,66,0,1,0,None,12.7,16.6,55.9,23.9,17.8,12.3
2023-04-25,8.7,73,0,1,0,None,9.6,8.1,21.2,15.4,14.5,19.7
2023-04-26,10.6,71,1,0,0,None,24.2,18.0,30.8,12.4,13.3,11.7
2023-04-27,9.4,66,1,0,0,None,24.8,6.3,38.6,11.7,15.6,19.1
2023-04-28,13.0,75,0,0,0,None,10.6,7.9,27.6,10.7,8.2,10.0
2023-04-29,14.7,79,0,0,1,Weekend,7.4,9.4,27.1,14.4,16.0,6.5
2023-04-30,9.6,74,0,1,1,Weekend,5.6,9.7,18.9,11.9,9.9,8.0
2023-05-01,10.8,83,1,0,1,May Day,9.9,8.6,23.1,8.5,10.4,6.6
2023-05-02,8.4,78,0,1,0,None,8.1,12.4,32.9,11.9,15.0,16.2
2023-05-03,7.4,77,1,0,0,None,23.2,8.9,56.1,11.6,17.8,23.4
2023-05-04,10.9,65,1,0,0,None,17.9,9.5,32.4,12.0,15.2,8.1
2023-05-05,12.4,83,1,0,0,None,21.3,8.6,26.8,14.5,18.5,10.8
2023-05-06,10.9,85,0,1,1,Weekend,9.0,9.1,26.6,12.6,9.1,7.7
2023-05-07,7.9,64,1,0,1,Weekend,13.1,6.0,31.2,13.6,13.8,10.9
2023-05-08,14.3,80,0,1,1,Coronation of Charles III,6.8,7.0,24.0,7.7,8.4,8.1
2023-05-09,14.4,67,0,0,0,None,9.0,14.7,28.4,14.9,13.8,8.8
2023-05-10,8.7,63,1,0,0,None,18.3,9.0,56.6,20.7,23.9,24.4
2023-05-11,8.8,83,1,0,0,None,16.6,7.4,23.3,9.4,12.3,17.2
2023-05-12,10.4,83,0,0,0,None,14.2,9.1,32.8,17.4,13.7,8.2
2023-05-13,7.5,65,1,0,1,Weekend,10.4,5.8,31.3,11.2,8.6,14.0
2023-05-14,7.0,80,0,1,1,Weekend,10.4,9.6,32.5,13.5,11.4,13.6
2023-05-15,7.9,76,0,1,0,None,18.8,10.8,39.7,23.3,14.3,24.7
2023-05-16,14.9,75,1,0,0,None,14.3,8.2,22.0,9.0,13.3,6.3
2023-05-17,13.4,82,0,0,0,None,14.4,16.2,31.8,23.7,13.1,15.5
2023-05-18,8.4,64,1,0,0,None,16.0,9.2,21.7,14.0,17.5,12.6
2023-05-19,8.3,61,0,0,0,None,12.4,8.3,23.9,16.1,13.2,11.2
2023-05-20,13.8,74,0,1,1,Weekend,8.2,9.5,28.0,12.4,17.4,7.8
2023-05-21,9.0,62,1,0,1,Weekend,17.5,5.0,19.4,8.2,7.9,10.3
2023-05-22,7.4,63,0,0,0,None,10.0,13.3,49.4,13.8,17.9,20.7
2023-05-23,9.0,82,1,0,0,None,13.4,5.7,34.6,12.7,13.0,14.4
2023-05-24,8.0,80,0,0,0,None,11.5,16.1,43.4,18.1,16.4,20.9
2023-05-25,10.3,71,1,0,0,None,23.6,10.0,27.4,15.4,10.4,11.8
2023-05-26,7.1,85,1,0,0,None,24.8,7.8,35.9,12.8,19.1,13.4
2023-05-27,14.1,72,0,0,1,Weekend,10.1,6.5,31.0,14.4,14.0,8.7
2023-05-28,9.8,74,0,1,1,Weekend,10.4,9.9,32.3,11.5,15.6,7.6
2023-05-29,10.6,63,1,0,1,Spring Bank Holiday,14.2,8.9,28.4,6.2,9.6,4.6
2023-05-30,11.6,73,1,0,0,None,17.3,14.1,29.1,13.9,19.8,6.3
2023-05-31,7.0,84,0,0,0,None,10.2,17.7,30.7,15.7,12.1,14.4
2023-06-01,19.0,52,1,0,0,None,14.4,22.7,31.8,9.1,14.6,10.5
2023-06-02,19.4,71,0,1,0,None,14.5,13.2,33.9,10.9,6.4,7.2
2023-06-03,16.9,51,0,1,1,Weekend,8.5,9.5,31.7,11.7,9.1,7.1
2023-06-04,16.0,72,0,1,1,Weekend,9.7,11.3,18.4,11.2,10.6,7.4
2023-06-05,15.9,51,1,0,0,None,20.3,25.5,41.7,12.9,17.3,13.2
2023-06-06,16.5,55,0,0,0,None,13.9,18.3,33.6,17.8,10.2,11.2
2023-06-07,23.2,69,0,0,0,None,18.9,23.3,46.9,19.2,18.4,8.8
2023-06-08,21.0,50,1,0,0,None,23.7,13.2,27.7,9.3,18.2,12.3
2023-06-09,19.6,72,0,0,0,None,14.6,16.1,25.1,19.0,14.8,6.5
2023-06-10,16.8,59,0,1,1,Weekend,7.1,12.0,19.3,11.6,15.0,7.1
2023-06-11,17.2,53,1,0,1,Weekend,11.4,10.0,29.6,12.1,10.5,7.1
2023-06-12,18.2,66,1,0,0,None,17.2,28.3,55.5,12.8,17.4,12.5
2023-06-13,20.9,70,0,1,0,None,6.0,20.2,38.5,11.1,8.6,11.7
2023-06-14,24.0,57,0,1,0,None,9.5,19.3,44.3,24.8,9.3,6.8
2023-06-15,17.7,66,0,0,0,None,14.0,14.6,21.6,18.9,7.6,6.8
2023-06-16,23.3,69,0,0,0,None,8.7,15.8,24.5,19.0,12.0,9.3
2023-06-17,15.7,62,1,0,1,Weekend,10.6,10.3,18.9,11.4,8.5,8.3
2023-06-18,23.0,67,1,0,1,Weekend,12.8,15.6,33.0,7.7,7.3,5.0
2023-06-19,15.3,59,0,1,0,None,17.3,31.3,49.0,24.8,16.4,10.4
2023-06-20,16.6,68,0,0,0,None,7.8,18.7,39.6,17.7,10.8,6.9
2023-06-21,24.2,74,0,1,0,None,8.8,22.6,38.3,13.9,10.8,5.5
2023-06-22,21.2,54,0,0,0,None,10.5,24.0,28.4,19.6,11.8,11.2
2023-06-23,16.9,54,1,0,0,None,24.2,24.2,33.0,15.4,11.3,7.2
2023-06-24,19.2,75,1,0,1,Weekend,9.6,17.4,19.7,13.0,12.2,7.0
2023-06-25,20.8,58,0,1,1,Weekend,5.1,13.3,33.5,11.7,4.9,8.5
2023-06-26,20.9,57,1,0,0,None,27.9,20.5,56.9,15.9,25.2,15.4
2023-06-27,18.0,58,1,0,0,None,12.9,16.4,27.8,11.0,17.7,7.8
2023-06-28,17.1,61,0,1,0,None,17.4,23.3,40.3,16.1,14.9,12.7
2023-06-29,23.9,72,1,0,0,None,20.5,20.3,23.4,15.7,13.8,7.1
2023-06-30,22.7,75,0,1,0,None,9.7,24.8,36.1,18.2,7.8,5.3
2023-07-01,16.5,66,1,0,1,Weekend,16.8,17.2,18.1,11.3,11.1,5.0
2023-07-02,17.9,61,0,0,1,Weekend,7.6,16.0,28.5,17.7,10.6,5.6
2023-07-03,24.9,58,0,0,0,None,10.5,17.4,41.3,25.2,12.3,15.8
2023-07-04,17.7,60,1,0,0,None,16.7,19.7,21.3,12.0,16.8,8.3
2023-07-05,20.5,61,0,1,0,None,9.9,31.7,40.6,23.6,12.9,9.8
2023-07-06,18.6,56,0,1,0,None,7.5,22.7,25.3,14.2,7.1,6.5
2023-07-07,17.4,58,0,1,0,None,8.4,15.4,31.7,13.3,14.2,9.0
2023-07-08,19.9,54,0,1,1,Weekend,7.5,9.3,21.3,11.2,4.0,5.1
2023-07-09,21.8,59,1,0,1,Weekend,13.7,10.0,33.0,9.0,10.5,7.0
2023-07-10,21.0,75,1,0,0,None,23.2,23.9,55.0,19.6,25.7,9.6
2023-07-11,18.9,60,0,0,0,None,8.0,22.0,24.0,11.0,12.2,12.5
2023-07-12,18.5,59,0,0,0,None,10.8,20.3,39.9,22.6,11.2,12.2
2023-07-13,21.7,72,0,0,0,None,9.3,16.9,22.8,16.1,13.8,10.4
2023-07-14,16.9,72,0,1,0,None,11.0,23.2,26.0,19.0,7.8,9.7
2023-07-15,16.3,60,1,0,1,Weekend,15.0,17.4,31.5,8.7,9.9,4.5
2023-07-16,18.1,55,0,1,1,Weekend,5.7,13.5,30.6,15.4,4.3,4.4
2023-07-17,17.6,67,0,1,0,None,10.2,32.5,32.5,17.3,18.2,11.9
2023-07-18,16.5,66,1,0,0,None,21.6,14.7,33.9,14.3,12.9,7.3
2023-07-19,21.7,56,0,0,0,None,16.0,23.6,37.5,25.4,17.8,13.8
2023-07-20,16.6,55,1,0,0,None,16.7,15.6,30.2,14.8,13.6,11.3
2023-07-21,19.2,55,0,1,0,None,12.1,23.0,33.4,13.0,8.5,12.3
2023-07-22,17.6,73,0,0,1,Weekend,8.3,15.3,29.3,13.3,11.4,8.1
2023-07-23,22.3,57,0,0,1,Weekend,7.5,16.8,32.4,13.3,10.5,6.1
2023-07-24,16.5,66,0,1,0,None,12.3,25.3,43.2,17.0,17.5,12.6
2023-07-25,19.3,74,0,0,0,None,10.6,21.4,35.4,15.4,11.9,8.2
2023-07-26,16.0,51,0,1,0,None,12.4,30.6,28.7,13.7,13.5,9.3
2023-07-27,22.0,65,0,0,0,None,13.5,17.2,31.9,14.6,8.0,9.6
2023-07-28,24.5,73,0,1,0,None,5.6,22.0,37.6,12.1,6.5,6.5
2023-07-29,20.1,59,0,1,1,Weekend,5.1,11.1,28.0,13.2,5.2,6.2
2023-07-30,22.3,58,1,0,1,Weekend,12.1,16.0,26.3,9.7,8.9,7.5
2023-07-31,17.0,58,1,0,0,None,23.8,32.4,29.3,18.6,23.2,13.3
2023-08-01,19.7,72,0,1,0,None,11.1,21.1,31.1,19.8,5.7,8.2
2023-08-02,19.1,73,0,0,0,None,14.7,29.6,43.9,17.5,11.6,10.1
2023-08-03,19.4,71,0,1,0,None,13.5,18.8,35.7,11.5,6.9,8.6
2023-08-04,16.2,65,1,0,0,None,16.3,14.4,24.0,14.4,16.1,11.1
2023-08-05,23.1,67,1,0,1,Weekend,16.9,14.1,29.8,8.0,9.2,7.6
2023-08-06,16.7,69,0,0,1,Weekend,5.8,11.6,29.2,14.0,13.9,6.4
2023-08-07,16.4,67,1,0,0,None,18.3,23.1,47.5,12.9,21.7,10.8
2023-08-08,15.0,70,0,0,0,None,14.4,10.0,21.3,12.6,8.5,9.8
2023-08-09,18.9,60,0,1,0,None,11.4,18.4,37.7,21.4,9.4,14.1
2023-08-10,21.0,71,1,0,0,None,24.7,14.1,31.3,15.2,19.2,7.8
2023-08-11,24.0,64,1,0,0,None,15.6,17.1,27.7,10.9,13.5,10.9
2023-08-12,17.3,73,1,0,1,Weekend,9.1,12.4,30.0,14.2,13.5,4.9
2023-08-13,22.4,68,1,0,1,Weekend,12.3,10.5,29.3,11.7,8.7,5.0
2023-08-14,19.5,56,0,1,0,None,13.2,31.9,46.5,22.1,12.0,13.6
2023-08-15,19.7,63,0,0,0,None,13.4,20.6,33.1,19.6,10.0,12.4
2023-08-16,22.0,63,1,0,0,None,30.6,16.3,48.0,14.8,14.3,11.7
2023-08-17,18.8,61,1,0,0,None,22.6,12.5,30.7,11.3,17.0,7.4
2023-08-18,19.4,67,0,0,0,None,10.4,17.4,26.3,12.4,14.1,11.3
2023-08-19,16.3,60,0,0,1,Weekend,9.8,12.7,31.7,12.5,10.5,5.3
2023-08-20,18.9,51,0,0,1,Weekend,5.3,12.9,23.6,16.4,12.4,5.9
2023-08-21,17.7,67,0,1,0,None,14.2,31.6,41.5,18.0,14.0,9.9
2023-08-22,23.4,67,1,0,0,None,16.7,20.9,22.8,9.5,16.2,9.0
2023-08-23,18.6,58,0,1,0,None,19.5,25.5,38.6,15.7,11.9,9.6
2023-08-24,15.0,55,0,1,0,None,13.9,8.0,24.8,19.1,14.1,7.9
2023-08-25,23.3,52,1,0,0,None,20.3,12.6,31.4,9.8,12.7,7.9
2023-08-26,21.4,53,1,0,1,Weekend,12.8,12.9,29.2,12.1,13.7,6.8
2023-08-27,16.2,62,0,0,1,Weekend,9.9,17.5,23.4,16.1,14.7,5.5
2023-08-28,19.7,51,0,0,0,None,17.1,32.2,42.3,16.2,11.1,10.5
2023-08-29,20.9,67,1,0,0,None,13.1,15.7,33.7,8.7,19.1,12.1
2023-08-30,20.6,74,0,0,0,None,13.0,25.5,38.4,19.1,16.6,14.7
2023-08-31,19.5,59,0,0,0,None,8.0,25.0,38.7,13.6,10.1,10.1
2023-09-01,14.6,77,0,0,0,None,10.0,9.3,33.6,14.7,14.5,10.8
2023-09-02,13.1,64,0,1,1,Weekend,8.4,6.4,27.7,17.4,17.0,5.8
2023-09-03,10.9,66,0,1,1,Weekend,6.2,7.4,31.3,16.8,13.5,4.6
2023-09-04,11.6,90,1,0,0,None,17.6,11.5,47.7,12.0,20.6,13.7
2023-09-05,8.0,74,1,0,0,None,17.5,7.3,33.2,15.0,16.5,15.2
2023-09-06,9.3,77,1,0,0,None,20.6,9.4,49.4,15.8,19.5,24.8
2023-09-07,10.5,70,1,0,0,None,16.4,14.3,21.1,14.3,10.7,9.5
2023-09-08,14.0,76,0,0,0,None,8.8,13.3,29.8,16.1,12.4,7.6
2023-09-09,14.2,83,0,0,1,Weekend,8.7,5.8,29.5,9.2,14.5,6.3
2023-09-10,12.3,71,1,0,1,Weekend,16.9,10.4,24.0,11.3,12.5,8.1
2023-09-11,13.3,86,0,1,0,None,10.7,14.5,38.2,22.7,18.7,11.6
2023-09-12,12.6,88,0,1,0,None,10.7,10.8,27.2,13.9,10.6,9.1
2023-09-13,7.7,89,0,1,0,None,10.8,11.5,38.0,15.3,15.8,24.5
2023-09-14,10.9,89,0,0,0,None,13.1,8.3,24.6,11.5,14.9,7.2
2023-09-15,11.2,73,0,1,0,None,9.5,13.9,27.5,17.6,12.0,6.4
2023-09-16,8.6,60,0,0,1,Weekend,7.6,8.7,30.1,11.6,10.0,12.0
2023-09-17,14.4,83,1,0,1,Weekend,12.0,8.8,30.3,14.4,11.8,5.1
2023-09-18,13.0,62,1,0,0,None,23.4,11.4,29.0,19.4,16.4,8.5
2023-09-19,7.5,83,0,0,0,None,10.1,10.1,27.2,13.2,14.1,10.5
2023-09-20,14.7,87,1,0,0,None,16.8,11.0,36.7,12.5,23.8,16.0
2023-09-21,11.2,68,1,0,0,None,18.7,9.3,36.2,13.3,15.1,7.1
2023-09-22,9.1,82,0,0,0,None,11.8,13.4,29.3,14.0,12.5,10.8
2023-09-23,9.8,61,1,0,1,Weekend,10.7,5.8,22.4,11.2,7.4,9.0
2023-09-24,7.4,84,1,0,1,Weekend,13.6,5.7,16.9,12.3,10.1,7.4
2023-09-25,12.3,87,1,0,0,None,24.8,10.7,55.8,14.3,17.7,14.9
2023-09-26,8.7,74,1,0,0,None,24.8,6.2,29.1,13.4,11.6,10.9
2023-09-27,14.2,87,1,0,0,None,19.7,14.7,55.9,17.6,21.6,12.3
2023-09-28,7.6,68,1,0,0,None,14.1,10.0,36.9,14.9,19.2,13.7
2023-09-29,9.2,71,1,0,0,None,21.7,8.1,29.9,11.0,10.1,14.9
2023-09-30,7.7,73,1,0,1,Weekend,14.3,6.9,29.2,8.9,13.5,11.9
2023-10-01,7.8,89,0,0,1,Weekend,8.9,9.2,32.3,11.0,14.2,9.4
2023-10-02,9.5,70,0,0,0,None,13.8,12.6,29.4,25.5,12.2,22.7
2023-10-03,11.4,83,1,0,0,None,18.8,7.5,31.9,14.8,19.4,9.3
2023-10-04,8.7,74,0,0,0,None,12.7,10.8,42.6,22.4,13.5,24.0
2023-10-05,7.4,69,0,1,0,None,11.6,11.0,35.5,16.2,7.9,10.6
2023-10-06,12.1,82,1,0,0,None,19.2,13.4,20.7,14.7,17.4,9.7
2023-10-07,11.3,71,0,1,1,Weekend,9.3,9.2,26.6,10.3,11.8,7.7
2023-10-08,7.6,78,0,1,1,Weekend,9.5,7.0,20.7,15.8,12.0,10.1
2023-10-09,10.0,62,1,0,0,None,20.2,10.0,37.5,14.5,25.5,9.8
2023-10-10,7.1,61,0,0,0,None,9.6,8.8,25.6,16.8,9.9,10.2
2023-10-11,7.8,82,0,1,0,None,12.7,10.5,43.1,23.6,19.3,17.2
2023-10-12,9.2,79,0,1,0,None,14.4,9.3,35.5,17.9,14.0,11.9
2023-10-13,11.9,81,1,0,0,None,24.1,14.7,26.7,9.6,16.6,6.4
2023-10-14,11.4,81,0,0,1,Weekend,8.2,6.9,32.9,14.5,10.2,8.1
2023-10-15,11.9,84,0,0,1,Weekend,7.6,8.8,20.9,10.2,8.9,5.1
2023-10-16,10.0,61,0,0,0,None,12.8,12.6,51.3,16.4,13.7,12.6
2023-10-17,13.9,82,0,1,0,None,8.9,11.8,21.3,13.1,12.1,6.7
2023-10-18,12.7,81,1,0,0,None,20.5,12.1,32.3,19.9,23.6,14.7
2023-10-19,11.4,75,1,0,0,None,16.8,12.1,20.5,12.3,14.7,7.6
2023-10-20,15.0,81,0,1,0,None,13.9,13.1,33.5,19.1,11.0,10.7
2023-10-21,13.3,85,1,0,1,Weekend,8.9,5.6,18.6,14.4,12.2,7.3
2023-10-22,14.9,76,0,0,1,Weekend,5.6,9.7,25.4,15.3,14.9,5.3
2023-10-23,12.5,61,0,0,0,None,19.5,16.2,52.6,22.5,12.2,14.1
2023-10-24,12.6,87,1,0,0,None,15.2,9.5,35.9,9.2,13.5,6.6
2023-10-25,8.9,78,1,0,0,None,20.8,11.8,40.8,18.5,14.1,19.3
2023-10-26,9.9,80,1,0,0,None,20.3,8.8,37.8,9.3,13.4,10.2
