Date,Temperature,Humidity,Is_Raining,Is_Sunny,Food_Category,Is_Holiday,Holiday_Name,Food_Waste_kg
2022-02-16,1.9,85,1,0,Appetizer,0,None,12.4
2022-02-17,4.1,71,0,0,Beverage,0,None,6.4
2022-02-18,5.8,70,1,0,Soup,0,None,12.9
2022-02-19,4.5,72,1,0,Beverage,1,Weekend,5.0
2022-02-20,5.2,79,1,0,Soup,1,Weekend,6.8
2022-02-21,1.6,79,0,1,Salad,0,None,12.9
2022-02-22,0.2,87,0,0,Main Course,0,None,7.0
2022-02-23,6.9,82,0,1,Beverage,0,None,18.5
2022-02-24,5.0,94,0,0,Salad,0,None,14.1
2022-02-25,2.0,77,0,1,Beverage,0,None,7.4
2022-02-26,0.1,77,1,0,Dessert,1,Weekend,4.9
2022-02-27,5.6,87,0,0,Salad,1,Weekend,2.7
2022-02-28,2.0,85,1,0,Soup,0,None,13.3
2022-03-01,13.1,82,0,0,Main Course,0,None,5.9
2022-03-02,11.1,65,0,1,Main Course,0,None,13.7
2022-03-03,13.7,74,1,0,Dessert,0,None,9.4
2022-03-04,10.4,75,1,0,Appetizer,0,None,7.2
2022-03-05,13.8,72,0,1,Main Course,1,Weekend,3.3
2022-03-06,9.4,61,1,0,Beverage,1,Weekend,3.0
2022-03-07,10.3,63,1,0,Main Course,0,None,12.6
2022-03-08,7.6,63,0,0,Soup,0,None,8.7
2022-03-09,12.1,60,1,0,Soup,0,None,10.4
2022-03-10,12.5,62,1,0,Appetizer,0,None,11.1
2022-03-11,14.5,75,1,0,Appetizer,0,None,5.8
2022-03-12,11.5,70,1,0,Dessert,1,Weekend,2.9
2022-03-13,9.9,73,0,0,Salad,1,Weekend,4.4
2022-03-14,10.7,62,0,0,Appetizer,0,None,16.5
2022-03-15,13.5,84,1,0,Dessert,0,None,11.8
2022-03-16,9.5,65,1,0,Beverage,0,None,13.7
2022-03-17,13.3,60,1,0,Soup,0,None,8.1
2022-03-18,13.4,82,0,1,Dessert,0,None,13.1
2022-03-19,9.0,84,0,0,Salad,1,Weekend,5.9
2022-03-20,7.3,82,0,1,Appetizer,1,Weekend,7.4
2022-03-21,12.7,71,0,0,Salad,0,None,22.2
2022-03-22,10.8,69,1,0,Salad,0,None,9.5
2022-03-23,9.0,69,0,0,Salad,0,None,22.5
2022-03-24,10.3,72,1,0,Main Course,0,None,6.9
2022-03-25,12.6,78,0,0,Soup,0,None,7.2
2022-03-26,13.5,67,0,1,Salad,1,Weekend,3.2
2022-03-27,12.0,62,0,1,Soup,1,Weekend,6.7
2022-03-28,10.5,65,0,0,Beverage,0,None,19.9
2022-03-29,14.2,83,1,0,Main Course,0,None,11.4
2022-03-30,13.6,73,1,0,Salad,0,None,12.2
2022-03-31,9.1,65,0,0,Main Course,0,None,14.5
2022-04-01,11.9,62,1,0,Appetizer,0,None,7.3
2022-04-02,10.0,60,1,0,Main Course,1,Weekend,3.8
2022-04-03,10.0,80,1,0,Salad,1,Weekend,3.8
2022-04-04,15.0,81,1,0,Soup,0,None,20.9
2022-04-05,7.7,61,0,0,Salad,0,None,5.6
2022-04-06,10.9,69,0,0,Dessert,0,None,23.4
2022-04-07,14.1,80,1,0,Appetizer,0,None,11.4
2022-04-08,13.6,79,0,0,Soup,0,None,5.9
2022-04-09,7.4,85,0,0,Main Course,1,Weekend,6.9
2022-04-10,9.9,67,0,0,Salad,1,Weekend,7.7
2022-04-11,8.0,63,0,0,Appetizer,0,None,14.8
2022-04-12,9.0,72,0,0,Soup,0,None,10.9
2022-04-13,8.7,72,0,1,Main Course,0,None,15.8
2022-04-14,14.0,65,0,0,Appetizer,0,None,12.0
2022-04-15,11.7,65,0,1,Soup,1,Good Friday,3.5
2022-04-16,14.3,78,0,1,Soup,1,Weekend,4.8
2022-04-17,12.4,77,1,0,Soup,1,Weekend,3.5
2022-04-18,9.2,74,0,0,Soup,0,None,15.9
2022-04-19,12.5,65,0,0,Soup,0,None,5.5
2022-04-20,9.5,61,0,1,Salad,0,None,11.4
2022-04-21,7.8,72,0,1,Beverage,0,None,5.1
2022-04-22,7.4,66,0,1,Beverage,0,None,6.7
2022-04-23,9.2,67,1,0,Main Course,1,Weekend,7.3
2022-04-24,14.1,65,0,1,Dessert,1,Weekend,5.0
2022-04-25,10.7,67,1,0,Appetizer,0,None,16.6
2022-04-26,11.2,64,1,0,Main Course,0,None,10.8
2022-04-27,13.0,79,0,1,Dessert,0,None,16.3
2022-04-28,14.3,75,0,0,Main Course,0,None,6.6
2022-04-29,13.0,72,1,0,Beverage,0,None,10.0
2022-04-30,13.3,68,0,1,Dessert,1,Weekend,5.9
2022-05-01,11.1,65,1,0,Salad,1,Weekend,2.4
2022-05-02,10.9,64,0,0,Appetizer,1,May Day,7.4
2022-05-03,12.5,71,1,0,Dessert,0,None,5.9
2022-05-04,8.9,75,1,0,Dessert,0,None,21.3
2022-05-05,9.5,60,0,1,Appetizer,0,None,8.0
2022-05-06,13.1,65,0,1,Dessert,0,None,14.1
2022-05-07,9.2,84,1,0,Beverage,1,Weekend,2.1
2022-05-08,14.6,78,0,0,Salad,1,Weekend,6.6
2022-05-09,12.1,75,1,0,Appetizer,0,None,19.6
2022-05-10,12.9,72,0,0,Beverage,0,None,12.9
2022-05-11,10.8,81,0,0,Dessert,0,None,13.4
2022-05-12,11.8,70,0,0,Dessert,0,None,8.5
2022-05-13,11.0,73,0,1,Dessert,0,None,9.9
2022-05-14,8.6,63,0,1,Main Course,1,Weekend,4.1
2022-05-15,14.0,78,0,0,Appetizer,1,Weekend,2.5
2022-05-16,7.8,85,0,1,Dessert,0,None,22.9
2022-05-17,12.7,78,0,1,Dessert,0,None,11.2
2022-05-18,10.7,75,1,0,Soup,0,None,19.0
2022-05-19,7.6,83,0,1,Appetizer,0,None,7.3
2022-05-20,11.4,79,0,0,Soup,0,None,14.9
2022-05-21,12.4,78,0,0,Appetizer,1,Weekend,6.5
2022-05-22,12.9,74,0,0,Main Course,1,Weekend,7.7
2022-05-23,9.0,84,0,0,Dessert,0,None,19.0
2022-05-24,14.1,75,1,0,Appetizer,0,None,11.0
2022-05-25,13.0,69,0,1,Main Course,0,None,14.6
2022-05-26,10.0,84,0,0,Dessert,0,None,12.9
2022-05-27,10.2,79,1,0,Dessert,0,None,14.6
2022-05-28,13.5,70,1,0,Salad,1,Weekend,6.5
2022-05-29,8.6,75,0,0,Salad,1,Weekend,6.6
2022-05-30,7.7,60,1,0,Beverage,0,None,23.9
2022-05-31,8.8,68,0,0,Salad,0,None,11.6
2022-06-01,22.2,51,0,0,Beverage,0,None,13.9
2022-06-02,21.5,71,0,1,Beverage,1,Spring Bank Holiday,7.6
2022-06-03,20.3,60,1,0,Salad,1,Platinum Jubilee of Elizabeth II,3.2
2022-06-04,20.4,57,0,0,Beverage,1,Weekend,3.3
2022-06-05,21.6,64,1,0,Dessert,1,Weekend,4.9
2022-06-06,18.7,71,0,0,Soup,0,None,16.5
2022-06-07,18.2,63,1,0,Soup,0,None,10.0
2022-06-08,21.3,57,1,0,Appetizer,0,None,23.9
2022-06-09,21.9,61,1,0,Beverage,0,None,11.5
2022-06-10,22.3,55,0,0,Dessert,0,None,7.9
2022-06-11,21.8,74,0,1,Salad,1,Weekend,6.5
2022-06-12,15.3,56,0,0,Beverage,1,Weekend,2.2
2022-06-13,20.6,61,0,0,Beverage,0,None,21.6
2022-06-14,20.3,73,1,0,Main Course,0,None,11.1
2022-06-15,21.8,55,0,1,Beverage,0,None,12.1
2022-06-16,16.2,50,0,1,Appetizer,0,None,5.8
2022-06-17,17.5,57,0,0,Soup,0,None,14.3
2022-06-18,20.1,72,1,0,Soup,1,Weekend,4.6
2022-06-19,23.3,71,1,0,Appetizer,1,Weekend,5.2
2022-06-20,18.0,69,0,0,Appetizer,0,None,19.0
2022-06-21,19.3,71,0,0,Dessert,0,None,5.2
2022-06-22,21.1,55,1,0,Appetizer,0,None,12.1
2022-06-23,17.4,68,1,0,Soup,0,None,13.0
2022-06-24,20.0,70,1,0,Beverage,0,None,14.5
2022-06-25,16.5,69,0,0,Soup,1,Weekend,5.0
2022-06-26,18.5,57,0,0,Soup,1,Weekend,3.4
2022-06-27,16.1,68,1,0,Dessert,0,None,21.9
2022-06-28,20.4,64,0,1,Main Course,0,None,9.5
2022-06-29,22.4,65,0,1,Main Course,0,None,14.4
2022-06-30,22.3,59,0,0,Soup,0,None,10.4
2022-07-01,22.5,64,0,1,Dessert,0,None,10.4
2022-07-02,24.1,73,1,0,Appetizer,1,Weekend,3.9
2022-07-03,16.9,50,0,0,Soup,1,Weekend,7.1
2022-07-04,15.7,54,0,0,Soup,0,None,18.3
2022-07-05,17.7,58,0,1,Beverage,0,None,14.4
2022-07-06,16.4,62,0,1,Beverage,0,None,23.9
2022-07-07,23.1,65,0,0,Dessert,0,None,8.4
2022-07-08,24.7,51,1,0,Main Course,0,None,14.8
2022-07-09,21.0,66,0,1,Appetizer,1,Weekend,2.9
2022-07-10,24.9,67,0,0,Dessert,1,Weekend,4.2
2022-07-11,15.9,56,0,1,Dessert,0,None,12.3
2022-07-12,23.6,69,1,0,Appetizer,0,None,5.5
2022-07-13,15.1,55,1,0,Dessert,0,None,19.7
2022-07-14,19.8,71,0,0,Appetizer,0,None,12.4
2022-07-15,19.4,62,0,1,Dessert,0,None,10.2
2022-07-16,19.7,53,0,1,Soup,1,Weekend,2.1
2022-07-17,22.1,70,0,0,Dessert,1,Weekend,7.0
2022-07-18,22.6,54,1,0,Dessert,0,None,18.5
2022-07-19,21.8,61,1,0,Dessert,0,None,5.9
2022-07-20,22.3,61,0,0,Soup,0,None,23.4
2022-07-21,16.0,58,1,0,Main Course,0,None,13.0
2022-07-22,23.8,52,1,0,Dessert,0,None,11.2
2022-07-23,21.6,65,1,0,Main Course,1,Weekend,3.1
2022-07-24,24.4,74,0,0,Main Course,1,Weekend,3.6
2022-07-25,22.6,56,0,0,Appetizer,0,None,23.7
2022-07-26,19.5,51,1,0,Beverage,0,None,5.2
2022-07-27,17.1,54,1,0,Soup,0,None,13.6
2022-07-28,22.8,58,0,1,Salad,0,None,6.3
2022-07-29,22.6,61,1,0,Main Course,0,None,10.9
2022-07-30,15.1,64,0,0,Dessert,1,Weekend,2.4
2022-07-31,16.0,75,0,0,Beverage,1,Weekend,5.8
2022-08-01,22.3,65,1,0,Soup,0,None,13.3
2022-08-02,22.7,69,0,0,Main Course,0,None,8.2
2022-08-03,21.0,57,1,0,Appetizer,0,None,19.3
2022-08-04,21.2,57,0,1,Main Course,0,None,5.2
2022-08-05,22.1,73,0,0,Salad,0,None,9.6
2022-08-06,16.9,56,0,1,Beverage,1,Weekend,3.1
2022-08-07,22.0,61,1,0,Soup,1,Weekend,6.8
2022-08-08,25.0,75,1,0,Appetizer,0,None,15.9
2022-08-09,18.8,50,1,0,Soup,0,None,9.1
2022-08-10,24.2,69,1,0,Soup,0,None,21.8
2022-08-11,24.9,68,0,0,Salad,0,None,13.0
2022-08-12,18.5,55,0,1,Beverage,0,None,12.2
2022-08-13,17.4,75,0,0,Appetizer,1,Weekend,6.3
2022-08-14,23.4,58,1,0,Soup,1,Weekend,7.8
2022-08-15,22.9,61,0,0,Appetizer,0,None,18.0
2022-08-16,19.7,61,0,1,Dessert,0,None,9.1
2022-08-17,16.1,74,0,1,Dessert,0,None,20.1
2022-08-18,22.7,72,0,0,Main Course,0,None,13.9
2022-08-19,20.8,72,0,0,Salad,0,None,9.7
2022-08-20,21.7,59,1,0,Soup,1,Weekend,4.7
2022-08-21,24.3,54,0,0,Soup,1,Weekend,7.8
2022-08-22,20.9,54,0,0,Salad,0,None,15.0
2022-08-23,20.2,53,0,0,Appetizer,0,None,6.7
2022-08-24,17.9,66,1,0,Appetizer,0,None,22.4
2022-08-25,20.1,69,0,1,Dessert,0,None,13.2
2022-08-26,23.0,60,1,0,Appetizer,0,None,9.7
2022-08-27,24.1,53,1,0,Soup,1,Weekend,7.1
2022-08-28,22.0,51,1,0,Main Course,1,Weekend,3.0
2022-08-29,19.9,71,0,1,Salad,0,None,18.6
2022-08-30,23.2,67,0,1,Beverage,0,None,13.1
2022-08-31,16.1,68,1,0,Beverage,0,None,22.9
2022-09-01,10.7,86,0,0,Dessert,0,None,5.7
2022-09-02,10.4,69,0,1,Salad,0,None,11.3
2022-09-03,9.3,88,1,0,Dessert,1,Weekend,3.9
2022-09-04,7.9,90,1,0,Beverage,1,Weekend,7.4
2022-09-05,12.2,72,1,0,Dessert,0,None,10.9
2022-09-06,9.4,63,0,0,Main Course,0,None,6.0
2022-09-07,9.6,90,0,1,Dessert,0,None,21.5
2022-09-08,14.3,89,0,0,Dessert,0,None,14.3
2022-09-09,13.3,80,1,0,Appetizer,0,None,6.1
2022-09-10,14.8,85,0,1,Beverage,1,Weekend,7.4
2022-09-11,12.1,65,1,0,Dessert,1,Weekend,3.0
2022-09-12,11.5,82,1,0,Appetizer,0,None,18.0
2022-09-13,10.7,75,1,0,Dessert,0,None,8.9
2022-09-14,7.1,85,0,0,Soup,0,None,24.4
2022-09-15,10.9,84,1,0,Soup,0,None,6.9
2022-09-16,11.7,89,0,1,Appetizer,0,None,6.3
2022-09-17,11.9,83,0,0,Soup,1,Weekend,2.5
2022-09-18,9.6,88,1,0,Main Course,1,Weekend,3.1
2022-09-19,10.4,74,1,0,Dessert,1,State Funeral of Queen Elizabeth II,4.2
2022-09-20,12.0,90,0,0,Salad,0,None,6.5
2022-09-21,8.4,76,0,0,Dessert,0,None,20.1
2022-09-22,10.6,63,0,1,Beverage,0,None,11.6
2022-09-23,14.1,78,1,0,Beverage,0,None,6.2
2022-09-24,9.0,89,0,1,Salad,1,Weekend,7.2
2022-09-25,14.6,85,0,1,Beverage,1,Weekend,5.0
2022-09-26,9.9,90,0,0,Main Course,0,None,18.5
2022-09-27,11.0,67,1,0,Salad,0,None,9.8
2022-09-28,7.5,66,0,0,Soup,0,None,23.0
2022-09-29,14.4,66,1,0,Dessert,0,None,9.2
2022-09-30,11.3,62,0,0,Appetizer,0,None,7.6
2022-10-01,8.9,88,0,1,Dessert,1,Weekend,3.7
2022-10-02,10.7,79,1,0,Beverage,1,Weekend,6.7
2022-10-03,10.2,73,0,1,Appetizer,0,None,20.4
2022-10-04,8.0,82,0,0,Soup,0,None,7.7
2022-10-05,8.8,80,1,0,Appetizer,0,None,23.5
2022-10-06,7.1,66,0,1,Main Course,0,None,9.7
2022-10-07,12.9,69,0,1,Salad,0,None,8.4
2022-10-08,7.6,90,1,0,Main Course,1,Weekend,6.2
2022-10-09,9.9,87,1,0,Main Course,1,Weekend,4.8
2022-10-10,11.4,76,1,0,Appetizer,0,None,14.1
2022-10-11,9.9,62,1,0,Dessert,0,None,5.3
2022-10-12,7.5,85,1,0,Salad,0,None,10.8
2022-10-13,12.0,61,0,1,Dessert,0,None,7.2
2022-10-14,13.6,85,1,0,Soup,0,None,9.5
2022-10-15,12.4,63,1,0,Appetizer,1,Weekend,7.8
2022-10-16,9.3,68,0,0,Soup,1,Weekend,5.9
2022-10-17,12.3,66,0,1,Appetizer,0,None,12.2
2022-10-18,12.9,64,1,0,Appetizer,0,None,14.4
2022-10-19,8.9,78,1,0,Soup,0,None,12.9
2022-10-20,14.9,68,0,1,Dessert,0,None,9.1
2022-10-21,9.5,79,0,1,Appetizer,0,None,10.3
2022-10-22,8.0,76,1,0,Appetizer,1,Weekend,4.4
2022-10-23,12.6,72,1,0,Main Course,1,Weekend,7.7
2022-10-24,8.3,82,0,1,Appetizer,0,None,10.3
2022-10-25,8.3,89,0,1,Appetizer,0,None,9.1
2022-10-26,8.4,63,0,1,Soup,0,None,17.6
2022-10-27,13.6,66,1,0,Beverage,0,None,9.2
2022-10-28,10.3,69,0,0,Soup,0,None,12.9
2022-10-29,9.9,83,0,0,Beverage,1,Weekend,4.6
2022-10-30,9.0,69,1,0,Soup,1,Weekend,2.8
2022-10-31,10.5,68,0,0,Main Course,0,None,24.2
2022-11-01,8.6,60,0,0,Dessert,0,None,12.3
2022-11-02,9.9,75,1,0,Appetizer,0,None,12.1
2022-11-03,9.2,61,0,0,Main Course,0,None,6.1
2022-11-04,7.0,84,0,1,Appetizer,0,None,12.6
2022-11-05,9.0,81,0,0,Main Course,1,Weekend,5.2
2022-11-06,9.9,88,1,0,Soup,1,Weekend,2.5
2022-11-07,12.5,61,1,0,Salad,0,None,16.9
2022-11-08,10.4,60,1,0,Appetizer,0,None,13.8
2022-11-09,9.7,77,0,1,Soup,0,None,17.0
2022-11-10,13.1,66,0,1,Beverage,0,None,14.2
2022-11-11,12.7,69,1,0,Dessert,0,None,13.0
2022-11-12,11.4,62,0,1,Beverage,1,Weekend,4.3
2022-11-13,14.1,80,0,1,Beverage,1,Weekend,6.6
2022-11-14,13.4,87,0,1,Dessert,0,None,18.2
2022-11-15,14.8,75,0,0,Main Course,0,None,7.6
2022-11-16,12.0,82,1,0,Beverage,0,None,12.5
2022-11-17,7.2,89,0,0,Appetizer,0,None,9.1
2022-11-18,7.3,75,0,0,Soup,0,None,9.9
2022-11-19,13.8,61,0,0,Main Course,1,Weekend,7.4
2022-11-20,12.1,73,1,0,Salad,1,Weekend,6.1
2022-11-21,11.1,78,1,0,Salad,0,None,13.0
2022-11-22,14.7,72,1,0,Appetizer,0,None,10.5
2022-11-23,7.4,83,0,0,Appetizer,0,None,22.6
2022-11-24,7.1,89,0,1,Soup,0,None,9.4
2022-11-25,14.4,72,1,0,Soup,0,None,9.0
2022-11-26,10.0,88,0,1,Dessert,1,Weekend,4.8
2022-11-27,11.2,81,0,1,Soup,1,Weekend,7.4
2022-11-28,13.2,87,1,0,Main Course,0,None,16.3
2022-11-29,9.7,82,0,1,Appetizer,0,None,13.0
2022-11-30,11.9,66,1,0,Beverage,0,None,13.7
2022-12-01,2.0,91,1,0,Main Course,0,None,11.3
2022-12-02,3.0,88,0,0,Appetizer,0,None,13.8
2022-12-03,4.2,94,0,1,Salad,1,Weekend,5.0
2022-12-04,1.8,73,0,1,Soup,1,Weekend,2.7
2022-12-05,2.9,89,0,0,Main Course,0,None,19.9
2022-12-06,5.5,91,0,1,Appetizer,0,None,5.2
2022-12-07,2.9,85,0,1,Beverage,0,None,24.1
2022-12-08,1.3,71,1,0,Soup,0,None,10.4
2022-12-09,6.2,88,1,0,Soup,0,None,10.0
2022-12-10,0.6,74,0,1,Dessert,1,Weekend,2.1
2022-12-11,2.8,71,0,0,Beverage,1,Weekend,3.6
2022-12-12,3.3,74,1,0,Beverage,0,None,24.6
2022-12-13,1.6,95,0,0,Salad,0,None,11.2
2022-12-14,6.3,86,0,0,Main Course,0,None,15.2
2022-12-15,3.7,84,0,1,Beverage,0,None,6.9
2022-12-16,6.3,71,1,0,Appetizer,0,None,13.1
2022-12-17,3.0,82,0,1,Dessert,1,Weekend,2.1
2022-12-18,2.9,72,0,1,Appetizer,1,Weekend,3.7
2022-12-19,0.9,90,0,0,Main Course,0,None,17.4
2022-12-20,6.2,84,0,1,Salad,0,None,11.6
2022-12-21,1.9,80,1,0,Appetizer,0,None,19.6
2022-12-22,0.8,83,1,0,Soup,0,None,5.8
2022-12-23,6.2,81,1,0,Appetizer,0,None,12.8
2022-12-24,2.8,95,1,0,Beverage,1,Weekend,3.1
2022-12-25,4.0,80,1,0,Soup,1,Christmas Day,1.8
2022-12-26,1.9,73,0,1,Beverage,1,Boxing Day,2.3
2022-12-27,5.3,84,1,0,Beverage,1,Christmas Day (observed),6.4
2022-12-28,2.7,87,0,0,Main Course,0,None,15.9
2022-12-29,2.5,94,0,0,Soup,0,None,12.7
2022-12-30,3.7,89,0,0,Beverage,0,None,7.9
2022-12-31,6.4,73,0,1,Appetizer,1,Weekend,2.1
